% Model:              version04-chipAndSpace.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 31 2023, 16:01
% Dimension:          1
% Nodes:              1965
% Expressions:        21
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
4.515010692697587,0,3.4865067959500415E22,6.973013591900549E22,1.0459520387849924E23,1.3946027183801554E23,1.7432533979751638E23,2.0919040775699204E23,2.4405547571650645E23,2.789205436760312E23,3.137856116354844E23,3.486506795949977E23,3.8351574755451754E23,4.183808155139841E23,4.5324588347353416E23,4.881109514330194E23,5.229760193924993E23,5.5784108735206214E23,5.927061553115352E23,6.275712232710126E23,6.624362912305903E23,6.973013591900599E23
4.5169478641280545,0,3.4874608495887267E22,6.974921699177909E22,1.0462382548765983E23,1.3949843398356278E23,1.7437304247945042E23,2.0924765097531285E23,2.4412225947121474E23,2.7899686796712575E23,3.13871476462966E23,3.487460849588654E23,3.8362069345477394E23,4.1849530195062576E23,4.533699104465624E23,4.88244518942435E23,5.231191274383018E23,5.579937359342511E23,5.928683444301115E23,6.277429529259762E23,6.626175614219399E23,6.974921699177967E23
4.5355875559028105,0,3.4847479197548237E22,6.969495839510115E22,1.0454243759264258E23,1.3938991679020704E23,1.7423739598775462E23,2.0908487518527838E23,2.4393235438284183E23,2.7877983358041418E23,3.136273127779154E23,3.484747919754754E23,3.8332227117304364E23,4.1816975037055676E23,4.530172295681549E23,4.878647087656895E23,5.2271218796321746E23,5.5755966716082816E23,5.924071463583487E23,6.27254625555873E23,6.621021047535E23,6.969495839510139E23
4.572132267211295,0,3.4786299052680024E22,6.957259810536468E22,1.043588971580382E23,1.3914519621073397E23,1.7393149526341352E23,2.087177943160697E23,2.4350409336876353E23,2.7829039242146804E23,3.130766914741006E23,3.478629905267931E23,3.826492895794926E23,4.1743558863213944E23,4.5222188768486925E23,4.870081867375332E23,5.217944857901941E23,5.565807848429359E23,5.9136708389558806E23,6.261533829482445E23,6.609396820010015E23,6.957259810536503E23
4.582652378584254,0,3.476451442535883E22,6.952902885072253E22,1.0429354327607467E23,1.390580577014498E23,1.738225721268083E23,2.0858708655214283E23,2.4335160097751524E23,2.781161154028997E23,3.128806298282103E23,3.476451442535814E23,3.8240965867896004E23,4.171741731042857E23,4.5193868752969434E23,4.86703201955037E23,5.214677163803772E23,5.562322308057992E23,5.90996745231128E23,6.257612596564659E23,6.605257740819015E23,6.952902885072287E23
4.602011785323476,0,3.473387610485382E22,6.946775220971209E22,1.0420162831455952E23,1.3893550441942892E23,1.7366938052428224E23,2.08403256629112E23,2.4313713273397963E23,2.77871008838858E23,3.126048849436642E23,3.4733876104853026E23,3.82072637153404E23,4.1680651325822406E23,4.515403893631277E23,4.862742654679655E23,5.210081415727998E23,5.557420176777157E23,5.904758937825407E23,6.252097698873724E23,6.599436459923033E23,6.946775220971247E23
4.6220983217863525,0,3.470571728478683E22,6.941143456957858E22,1.0411715185435874E23,1.3882286913916155E23,1.7352858642394785E23,2.0823430370871077E23,2.4294002099351106E23,2.776457382783232E23,3.1235145556306226E23,3.4705717284786074E23,3.8176289013266755E23,4.164686074174215E23,4.511743247022581E23,4.858800419870283E23,5.205857592717957E23,5.552914765566462E23,5.8999719384140194E23,6.247029111261665E23,6.594086284110329E23,6.941143456957855E23
4.6319924017396295,0,3.4716012618936585E22,6.943202523787784E22,1.0414803785680763E23,1.3886405047576033E23,1.735800630946968E23,2.082960757136086E23,2.4301208833255957E23,2.7772810095152086E23,3.124441135704104E23,3.47160126189359E23,3.818761388083145E23,4.165921514272172E23,4.5130816404620554E23,4.860241766651248E23,5.207401892840414E23,5.554562019030413E23,5.901722145219485E23,6.248882271408637E23,6.596042397598782E23,6.943202523787817E23
4.638617336989184,0,3.4710689118992764E22,6.942137823799019E22,1.0413206735697638E23,1.3884275647598506E23,1.7355344559497772E23,2.0826413471394622E23,2.4297482383295264E23,2.776855129519703E23,3.1239620207091544E23,3.471068911899205E23,3.8181758030893243E23,4.165282694278926E23,4.512389585469351E23,4.8594964766591105E23,5.206603367848833E23,5.5537102590394026E23,5.900817150229033E23,6.24792404141874E23,6.595030932609452E23,6.942137823799057E23
4.645877385412576,0,3.470311142019883E22,6.940622284040247E22,1.0410933426059443E23,1.3881244568080955E23,1.7351555710100796E23,2.0821866852118215E23,2.4292177994139566E23,2.7762489136161924E23,3.1232800278177014E23,3.470311142019818E23,3.8173422562219904E23,4.164373370423643E23,4.51140448462614E23,4.858435598827976E23,5.2054667130297524E23,5.552497827232382E23,5.899528941434095E23,6.246560055635851E23,6.593591169838607E23,6.940622284040272E23
4.652078480571253,0,3.469621470612725E22,6.939242941225927E22,1.0408864411837974E23,1.3878485882452301E23,1.734810735306499E23,2.081772882367527E23,2.4287350294289436E23,2.7756971764904616E23,3.122659323551255E23,3.469621470612652E23,3.816583617674111E23,4.1635457647350547E23,4.510507911796838E23,4.857470058857944E23,5.2044322059190156E23,5.5513943529809205E23,5.8983565000419106E23,6.245318647102952E23,6.592280794164997E23,6.939242941225942E23
4.662958587328715,0,3.4676255679775722E22,6.935251135955623E22,1.040287670393256E23,1.3870502271911685E23,1.7338127839889248E23,2.080575340786439E23,2.4273378975843444E23,2.7741004543823383E23,3.120863011179618E23,3.467625567977501E23,3.814388124775461E23,4.161150681572878E23,4.5079132383711245E23,4.854675795168747E23,5.201438351966302E23,5.548200908764674E23,5.89496346556216E23,6.241726022359699E23,6.588488579158223E23,6.935251135955648E23
4.686711565767624,0,3.46488656547769E22,6.929773130955854E22,1.0394659696432899E23,1.3859546261912182E23,1.732443282738986E23,2.078931939286512E23,2.4254205958344207E23,2.771909252382438E23,3.1183979089297327E23,3.46488656547762E23,3.8113752220255815E23,4.1578638785730254E23,4.504352535121287E23,4.850841191668896E23,5.1973298482164705E23,5.543818504764873E23,5.8903071613123724E23,6.236795817859906E23,6.583284474408445E23,6.92977313095589E23
4.755418636192332,0,3.4576299965912017E22,6.915259993182875E22,1.0372889989773418E23,1.3830519986366218E23,1.7288149982957398E23,2.074577997954612E23,2.4203409976138755E23,2.7661039972732446E23,3.111866996931881E23,3.457629996591132E23,3.803392996250451E23,4.1491559959092244E23,4.494918995568851E23,4.8406819952278135E23,5.186444994886725E23,5.532207994546487E23,5.877970994205329E23,6.223733993864213E23,6.569496993524104E23,6.91525999318291E23
4.756562664636754,0,3.456718403104375E22,6.913436806209206E22,1.0370155209312923E23,1.3826873612418894E23,1.7283592015523247E23,2.074031041862518E23,2.4197028821730976E23,2.7653747224837797E23,3.1110465627937343E23,3.456718403104312E23,3.8023902434149415E23,4.1480620837250364E23,4.493733924035979E23,4.8394057643462476E23,5.185077604656489E23,5.5307494449675574E23,5.876421285277725E23,6.222093125587928E23,6.567764965899139E23,6.913436806209252E23
4.76225941740592,0,3.455775500158995E22,6.911551000318471E22,1.0367326500476782E23,1.3823102000637412E23,1.7278877500796354E23,2.07346530009529E23,2.4190428501113318E23,2.7646204001274844E23,3.1101979501428954E23,3.455775500158932E23,3.801353050175013E23,4.1469306001905806E23,4.492508150206979E23,4.838085700222726E23,5.1836632502384135E23,5.529240800254965E23,5.8748183502705696E23,6.220395900286255E23,6.565973450302914E23,6.911551000318489E23
4.803957187436439,0,3.451534158129505E22,6.903068316259468E22,1.035460247438829E23,1.380613663251939E23,1.725767079064889E23,2.0709204948775905E23,2.4160739106906888E23,2.761227326503879E23,3.106380742316352E23,3.4515341581294285E23,3.796687573942566E23,4.141840989755181E23,4.486994405568628E23,4.8321478213814394E23,5.177301237194178E23,5.522454653007756E23,5.8676080688204146E23,6.212761484633156E23,6.557914900446869E23,6.903068316259508E23
4.845167132830599,0,3.449083556913478E22,6.8981671138274115E22,1.0347250670740202E23,1.379633422765528E23,1.7245417784568768E23,2.0694501341479725E23,2.4143584898394706E23,2.759266845531058E23,3.104175201221929E23,3.4490835569134094E23,3.793991912604955E23,4.138900268295946E23,4.4838086239878085E23,4.828716979679001E23,5.173625335370137E23,5.518533691062112E23,5.8634420467531826E23,6.208350402444309E23,6.553258758136428E23,6.898167113827466E23
4.84665680360178,0,3.4491022386051993E22,6.898204477210866E22,1.0347306715815358E23,1.3796408954422183E23,1.724551119302735E23,2.0694613431630065E23,2.4143715670236732E23,2.7592817908844376E23,3.1041920147444755E23,3.449102238605124E23,3.794012462465843E23,4.138922686326013E23,4.4838329101870424E23,4.828743134047406E23,5.173653357907712E23,5.518563581768873E23,5.863473805629107E23,6.208384029489402E23,6.553294253350713E23,6.89820447721089E23
4.848967571763639,0,3.4491872658664223E22,6.898374531733303E22,1.034756179759904E23,1.3796749063467067E23,1.7245936329333504E23,2.0695123595197407E23,2.414431086106531E23,2.7593498126934154E23,3.104268539279576E23,3.449187265866352E23,3.794105992453196E23,4.1390247190394815E23,4.483943445626638E23,4.8288621722131226E23,5.173780898799546E23,5.518699625386827E23,5.8636183519731896E23,6.208537078559611E23,6.553455805147037E23,6.898374531733352E23
4.858945130909585,0,3.4466530430033466E22,6.89330608600717E22,1.0339959129009824E23,1.3786612172014794E23,1.7233265215018134E23,2.0679918258018967E23,2.4126571301023783E23,2.75732243440296E23,3.1019877387028096E23,3.446653043003277E23,3.791318347303805E23,4.1359836516037933E23,4.480648955904635E23,4.8253142602048136E23,5.169979564504939E23,5.514644868805918E23,5.859310173105954E23,6.203975477406077E23,6.548640781707183E23,6.893306086007207E23
4.868849666775067,0,3.4467620872786857E22,6.89352417455785E22,1.0340286261835852E23,1.378704834911617E23,1.723381043639486E23,2.0680572523671064E23,2.4127334610951216E23,2.7574096698232358E23,3.1020858785506225E23,3.446762087278618E23,3.791438296006686E23,4.136114504734213E23,4.4807907134625854E23,4.8254669221903036E23,5.1701431309179635E23,5.514819339646468E23,5.8594955483740724E23,6.20417175710169E23,6.548847965830336E23,6.893524174557898E23
4.870619644855599,0,3.4457013313947965E22,6.891402662790067E22,1.033710399418418E23,1.3782805325580597E23,1.722850665697542E23,2.0674207988367718E23,2.4119909319763974E23,2.7565610651161214E23,3.10113119825512E23,3.44570133139473E23,3.790271464534405E23,4.1348415976735435E23,4.47941173081353E23,4.823981863952851E23,5.168551997092133E23,5.513122130232239E23,5.857692263371442E23,6.202262396510685E23,6.54683252965095E23,6.891402662790125E23
4.874131491516019,0,3.445843374774688E22,6.891686749549863E22,1.0337530124323867E23,1.378337349910018E23,1.7229216873874874E23,2.0675060248647044E23,2.4120903623423236E23,2.7566746998200372E23,3.10125903729703E23,3.445843374774626E23,3.7904277122522844E23,4.13501204972941E23,4.47959638720739E23,4.824180724684706E23,5.168765062161969E23,5.513349399640072E23,5.85793373711727E23,6.202518074594501E23,6.54710241207276E23,6.891686749549908E23
4.895471725460711,0,3.444718489873214E22,6.889436979746911E22,1.0334155469619458E23,1.3778873959494255E23,1.7223592449367494E23,2.0668310939238242E23,2.4113029429112887E23,2.7557747918988544E23,3.1002466408857004E23,3.444718489873146E23,3.7891903388606595E23,4.133662187847649E23,4.478134036835464E23,4.8226058858226404E23,5.167077734809756E23,5.511549583797702E23,5.856021432784753E23,6.200493281771832E23,6.544965130759951E23,6.889436979746955E23
4.895905763005526,0,3.44469863406886E22,6.889397268138201E22,1.0334095902206396E23,1.3778794536276846E23,1.722349317034572E23,2.0668191804412123E23,2.4112890438482404E23,2.7557589072553712E23,3.100228770661784E23,3.444698634068791E23,3.789168497475872E23,4.1336383608824247E23,4.4781082242898044E23,4.822578087696541E23,5.1670479511032264E23,5.5115178145107384E23,5.855987677917353E23,6.200457541324001E23,6.544927404731678E23,6.889397268138244E23
4.9454977025058104,0,3.441112660720454E22,6.8822253214413605E22,1.0323337982161182E23,1.3764450642883212E23,1.7205563303603688E23,2.0646675964321683E23,2.40877886250436E23,2.752890128576644E23,3.097001394648217E23,3.441112660720392E23,3.785223926792626E23,4.1293351928643366E23,4.473446458936889E23,4.817557725008782E23,5.1616689910806134E23,5.505780257153285E23,5.849891523225056E23,6.194002789296883E23,6.538114055369712E23,6.88222532144143E23
4.946581633124836,0,3.441138815253983E22,6.882277630508434E22,1.0323416445761773E23,1.3764555261017316E23,1.7205694076271358E23,2.064683289152291E23,2.408797170677831E23,2.752911052203466E23,3.097024933728397E23,3.441138815253923E23,3.7852526967795104E23,4.129366578304583E23,4.473480459830482E23,4.817594341355725E23,5.161708222880915E23,5.5058221044069264E23,5.849935985932071E23,6.194049867457241E23,6.538163748983411E23,6.882277630508503E23
4.9725020651652665,0,3.44040889822719E22,6.880817796454867E22,1.0321226694681417E23,1.3761635592910203E23,1.720204449113743E23,2.0642453389362117E23,2.408286228759072E23,2.7523271185820416E23,3.096368008404273E23,3.4404088982271266E23,3.7844497880500304E23,4.128490677872423E23,4.4725315676956425E23,4.816572457518208E23,5.160613347340741E23,5.504654237164081E23,5.8486951269865165E23,6.192736016809015E23,6.536776906632507E23,6.88081779645492E23
4.989046530553362,0,3.4363439348417705E22,6.872687869684026E22,1.0309031804525122E23,1.3745375739368513E23,1.718171967421026E23,2.061806360904959E23,2.4054407543892766E23,2.749075147873704E23,3.092709541357405E23,3.436343934841698E23,3.7799783283260754E23,4.123612721809918E23,4.4672471152945986E23,4.8108815087786056E23,5.154515902262582E23,5.498150295747405E23,5.841784689231315E23,6.185419082715267E23,6.529053476200204E23,6.872687869684051E23
4.989792641104939,0,3.4363364512051256E22,6.872672902410734E22,1.0309009353615186E23,1.3745345804821937E23,1.7181682256027025E23,2.061801870722971E23,2.405435515843623E23,2.7490691609643887E23,3.0927028060844245E23,3.436336451205056E23,3.7799700963257605E23,4.123603741445943E23,4.4672373865669616E23,4.810871031687305E23,5.154504676807617E23,5.498138321928775E23,5.8417719670490136E23,6.185405612169289E23,6.529039257290568E23,6.872672902410758E23
5.019342942767471,0,3.435498197507667E22,6.8709963950158105E22,1.0306494592522794E23,1.374199279003208E23,1.7177490987539708E23,2.0612989185044938E23,2.4048487382554016E23,2.748398558006418E23,3.091948377756702E23,3.435498197507593E23,3.7790480172585525E23,4.1225978370089875E23,4.4661476567602534E23,4.80969747651086E23,5.1532472962614336E23,5.496797116012832E23,5.840346935763322E23,6.183896755513856E23,6.527446575265402E23,6.870996395015834E23
5.041353586578756,0,3.432771745413539E22,6.865543490827545E22,1.0298315236240428E23,1.373108698165555E23,1.7163858727069063E23,2.059663047248017E23,2.4029402217895116E23,2.7462173963311123E23,3.089494570871982E23,3.432771745413475E23,3.7760489199550154E23,4.119326094496034E23,4.4626032690378874E23,4.8058804435790835E23,5.149157618120225E23,5.49243479266222E23,5.835711967203295E23,6.17898914174442E23,6.522266316286557E23,6.865543490827584E23
5.08149616926832,0,3.4257394860885532E22,6.8514789721775805E22,1.027721845826548E23,1.370295794435562E23,1.7128697430444165E23,2.0554436916530254E23,2.3980176402620233E23,2.740591588871127E23,3.083165537479509E23,3.425739486088492E23,3.7683134346975355E23,4.110887383306051E23,4.4534613319154205E23,4.79603528052411E23,5.1386092291327686E23,5.481183177742248E23,5.823757126350809E23,6.166331074959473E23,6.508905023569097E23,6.851478972177624E23
5.1238637452695395,0,3.424019003357175E22,6.848038006714811E22,1.0272057010071312E23,1.3696076013430117E23,1.7120095016787263E23,2.0544114020141947E23,2.39681330235006E23,2.7392152026860248E23,3.081617103021267E23,3.424019003357103E23,3.766420903693009E23,4.1088228040283894E23,4.4512247043646266E23,4.793626604700187E23,5.1360285050356856E23,5.478430405372047E23,5.8208323057074633E23,6.16323420604297E23,6.505636106379475E23,6.848038006714861E23
5.130000323652941,0,3.424086213932148E22,6.848172427864783E22,1.0272258641796261E23,1.3696344855730047E23,1.7120431069662167E23,2.0544517283591837E23,2.3968603497525494E23,2.739268971146011E23,3.081677592538738E23,3.424086213932076E23,3.766494835325486E23,4.1089034567183675E23,4.451312078112101E23,4.793720699505169E23,5.136129320898166E23,5.478537942292019E23,5.820946563684936E23,6.163355185077933E23,6.50576380647193E23,6.848172427864812E23
5.137764601453835,0,3.4225088251427253E22,6.845017650285907E22,1.0267526475428007E23,1.3690035300572334E23,1.7112544125715072E23,2.0535052950855314E23,2.395756177599945E23,2.7380070601144682E23,3.080257942628259E23,3.422508825142661E23,3.764759707657118E23,4.107010590171064E23,4.4492614726858425E23,4.79151235519996E23,5.133763237714028E23,5.4760141202289337E23,5.818265002742905E23,6.160515885256962E23,6.502766767772028E23,6.845017650285979E23
5.194514398055038,0,3.4210141735118036E22,6.84202834702407E22,1.0263042520535203E23,1.368405669404863E23,1.7105070867560447E23,2.052608504106973E23,2.394709921458303E23,2.7368113388097274E23,3.0789127561604306E23,3.421014173511737E23,3.763115590863105E23,4.105217008213947E23,4.4473184255656366E23,4.789419842916671E23,5.131521260267637E23,5.473622677619452E23,5.815724094970344E23,6.157825512321315E23,6.499926929673262E23,6.842028347024119E23
5.223445911997359,0,3.4171700224864E22,6.834340044973249E22,1.025151006745896E23,1.3668680089946955E23,1.708585011243336E23,2.0503020134917296E23,2.3920190157405118E23,2.7337360179893926E23,3.075453020237556E23,3.417170022486325E23,3.75888702473515E23,4.100604026983459E23,4.442321029232599E23,4.784038031481081E23,5.1257550337295195E23,5.467472035978782E23,5.809189038227133E23,6.150906040475562E23,6.492623042724978E23,6.834340044973302E23
5.237078366886847,0,3.415761885093573E22,6.8315237701876E22,1.024728565528052E23,1.3663047540375663E23,1.7078809425469295E23,2.0494571310560357E23,2.3910333195655392E23,2.732609508075135E23,3.0741856965840184E23,3.415761885093504E23,3.7573380736030515E23,4.098914262112072E23,4.4404904506219337E23,4.782066639131132E23,5.12364282764029E23,5.465219016150265E23,5.806795204659356E23,6.14837139316848E23,6.489947581678634E23,6.83152377018767E23
5.263900697843757,0,3.4161635364105462E22,6.832327072821558E22,1.0248490609231428E23,1.3664654145643579E23,1.7080817682054098E23,2.0496981218462154E23,2.3913144754874143E23,2.7329308291287165E23,3.074547182769295E23,3.4161635364104646E23,3.757779890051722E23,4.099396243692431E23,4.441012597333993E23,4.782628950974888E23,5.1242453046157355E23,5.4658616582574316E23,5.807478011898186E23,6.14909436553902E23,6.490710719180861E23,6.832327072821594E23
5.3094762294687365,0,3.411408692168401E22,6.822817384337269E22,1.0234226076505001E23,1.3645634768674993E23,1.705704346084342E23,2.0468452153009327E23,2.387986084517915E23,2.7291269537350003E23,3.0702678229513585E23,3.4114086921683264E23,3.7525495613853593E23,4.093690430601866E23,4.4348312998192145E23,4.775972169035893E23,5.1171130382525275E23,5.458253907469997E23,5.799394776686551E23,6.14053564590318E23,6.481676515120783E23,6.822817384337313E23
5.315537543440552,0,3.411505661701173E22,6.823011323402824E22,1.0234516985103325E23,1.3646022646806107E23,1.7057528308507315E23,2.0469033970206002E23,2.3880539631908615E23,2.7292045293612235E23,3.070355095530867E23,3.411505661701099E23,3.752656227871427E23,4.0938067940412024E23,4.4349573602118144E23,4.776107926381784E23,5.117258492551689E23,5.458409058722443E23,5.799559624892273E23,6.140710191062189E23,6.481860757233076E23,6.82301132340287E23
5.315727970016261,0,3.4115056729714103E22,6.823011345943298E22,1.0234517018914037E23,1.3646022691887056E23,1.7057528364858504E23,2.0469034037827437E23,2.388053971080027E23,2.7292045383774128E23,3.070355105674079E23,3.411505672971335E23,3.752656240268683E23,4.093806807565489E23,4.4349573748631236E23,4.776107942160116E23,5.117258509457041E23,5.458409076754822E23,5.7995596440516746E23,6.140710211348618E23,6.481860778646522E23,6.823011345943348E23
5.3174499454187965,0,3.4105201886321273E22,6.821040377264723E22,1.0231560565896199E23,1.3642080754529898E23,1.7052600943162098E23,2.0463121131791736E23,2.387364132042525E23,2.7284161509059824E23,3.069468169768723E23,3.4105201886320505E23,3.751572207495468E23,4.092624226358348E23,4.433676245222049E23,4.774728264085119E23,5.1157802829481194E23,5.456832301811959E23,5.79788432067489E23,6.138936339537888E23,6.479988358401864E23,6.821040377264778E23
5.34509780844041,0,3.40984539694172E22,6.819690793883928E22,1.0229536190824997E23,1.3639381587768337E23,1.704922698471005E23,2.0459072381649307E23,2.3868917778592482E23,2.727876317553669E23,3.0688608572473544E23,3.4098453969416485E23,3.750829936636026E23,4.091814476329862E23,4.432799016024531E23,4.7737835557185615E23,5.1147680954125153E23,5.455752635107335E23,5.796737174801203E23,6.13772171449516E23,6.478706254190112E23,6.81969079388397E23
5.357120352796357,0,3.4108182430724934E22,6.8216364861454515E22,1.0232454729217286E23,1.3643272972291393E23,1.7054091215363886E23,2.046490945843391E23,2.3875727701507778E23,2.7286545944582793E23,3.069736418765047E23,3.4108182430724255E23,3.751900067379862E23,4.092981891686783E23,4.434063715994522E23,4.7751455403016174E23,5.1162273646086695E23,5.457309188916557E23,5.798391013223509E23,6.139472837530536E23,6.480554661838555E23,6.821636486145501E23
5.384558744356572,0,3.409329414798606E22,6.818658829597688E22,1.0227988244395641E23,1.3637317659195846E23,1.7046647073994417E23,2.045597648879063E23,2.3865305903590625E23,2.7274635318391716E23,3.068396473318552E23,3.409329414798537E23,3.75026235627859E23,4.091195297758126E23,4.432128239238471E23,4.773061180718189E23,5.1139941221978385E23,5.4549270636783385E23,5.795860005157915E23,6.13679294663754E23,6.477725888118178E23,6.818658829597725E23
5.386054048079513,0,3.4083644361095013E22,6.8167288722194765E22,1.0225093308328328E23,1.3633457744439431E23,1.7041822180548882E23,2.045018661665596E23,2.385855105276687E23,2.7266915488878876E23,3.0675279924983576E23,3.4083644361094375E23,3.7492008797205705E23,4.090037323331192E23,4.430873766942635E23,4.771710210553439E23,5.112546654164177E23,5.4533830977757725E23,5.7942195413864344E23,6.13505598499716E23,6.475892428608887E23,6.816728872219509E23
5.408290643860481,0,3.407231706262576E22,6.814463412525636E22,1.0221695118787552E23,1.3628926825051744E23,1.70361585313143E23,2.044339023757447E23,2.38506219438384E23,2.7257853650103506E23,3.066508535636128E23,3.407231706262513E23,3.747954876888966E23,4.088678047514895E23,4.4294012181416425E23,4.7701243887677455E23,5.1108475593938096E23,5.451570730020698E23,5.792293900646676E23,6.13301707127271E23,6.473740241899729E23,6.814463412525666E23
5.4222873960350775,0,3.4065293610644704E22,6.813058722129423E22,1.0219588083193204E23,1.362611744425931E23,1.703264680532372E23,2.0439176166385807E23,2.3845705527451658E23,2.7252234888518632E23,3.065876424957826E23,3.406529361064404E23,3.747182297171051E23,4.0878352332771615E23,4.428488169384107E23,4.76914110549039E23,5.1097940415966435E23,5.450446977703724E23,5.791099913809885E23,6.131752849916104E23,6.472405786023322E23,6.813058722129442E23
5.423064077948944,0,3.4065293435936747E22,6.813058687187831E22,1.0219588030780829E23,1.362611737437613E23,1.7032646717969744E23,2.043917606156102E23,2.384570540515607E23,2.725223474875228E23,3.0658764092341076E23,3.4065293435936066E23,3.747182277953174E23,4.087835212312204E23,4.428488146672073E23,4.7691410810312726E23,5.1097940153904455E23,5.450446949750452E23,5.7910998841095355E23,6.13175281846867E23,6.472405752828821E23,6.813058687187852E23
5.424627629978438,0,3.406524733292855E22,6.813049466586198E22,1.0219574199878395E23,1.3626098933172845E23,1.703262366646567E23,2.043914839975612E23,2.3845673133050354E23,2.7252197866345707E23,3.065872259963376E23,3.406524733292795E23,3.7471772066222726E23,4.087829679951224E23,4.4284821532810104E23,4.769134626610131E23,5.109787099939219E23,5.450439573269138E23,5.791092046598144E23,6.1317445199272E23,6.472396993257271E23,6.813049466586218E23
5.445304333791055,0,3.4037831623282184E22,6.8075663246568966E22,1.0211349486984453E23,1.361513264931427E23,1.701891581164245E23,2.0422698973968228E23,2.3826482136297882E23,2.723026529862855E23,3.063404846095199E23,3.403783162328143E23,3.744161478561176E23,4.084539794793646E23,4.424918111026971E23,4.765296427259632E23,5.105674743492249E23,5.446053059725708E23,5.7864313759582585E23,6.126809692190862E23,6.46718800842445E23,6.807566324656937E23
5.451635833623827,0,3.402898580303485E22,6.805797160607426E22,1.0208695740910256E23,1.3611594321215325E23,1.7014492901518803E23,2.0417391481819803E23,2.3820290062124706E23,2.722318864243067E23,3.062608722272941E23,3.4028985803034137E23,3.7431884383339637E23,4.083478296363962E23,4.4237681543948174E23,4.764058012424995E23,5.104347870455156E23,5.44463772848613E23,5.7849275865162034E23,6.125217444546345E23,6.465507302577446E23,6.805797160607473E23
5.484309219046802,0,3.4040594217032277E22,6.8081188434069445E22,1.0212178265109518E23,1.3616237686814366E23,1.7020297108517578E23,2.0424356530218344E23,2.382841595192298E23,2.7232475373628748E23,3.063653479532718E23,3.40405942170317E23,3.744465363873689E23,4.0848713060436694E23,4.425277248214501E23,4.765683190384659E23,5.106089132554787E23,5.446495074725746E23,5.786901016895777E23,6.127306959065876E23,6.467712901236992E23,6.808118843406984E23
5.5045031578784265,0,3.402289774408352E22,6.8045795488171855E22,1.020686932322488E23,1.3609159097634847E23,1.701144887204319E23,2.0413738646449083E23,2.3816028420858902E23,2.7218318195269715E23,3.062060796967333E23,3.402289774408287E23,3.74251875184932E23,4.0827477292898165E23,4.422976706731157E23,4.76320568417184E23,5.103434661612476E23,5.443663639053939E23,5.7838926164944975E23,6.124121593935108E23,6.464350571376725E23,6.80457954881722E23
5.51039951130148,0,3.401530979845838E22,6.80306195969214E22,1.020459293953733E23,1.360612391938476E23,1.7007654899230584E23,2.0409185879074E23,2.3810716858921214E23,2.7212247838769532E23,3.0613778818610646E23,3.401530979845776E23,3.7416840778305335E23,4.0818371758148E23,4.4219902737998844E23,4.7621433717843105E23,5.1022964697686883E23,5.442449567753904E23,5.782602665738221E23,6.122755763722567E23,6.462908861707938E23,6.803061959692187E23
5.512896103967324,0,3.4015608194250863E22,6.803121638850631E22,1.0204682458275035E23,1.3606243277701728E23,1.7007804097126763E23,2.0409364916549415E23,2.3810925735975898E23,2.7212486555403466E23,3.0614047374823886E23,3.4015608194250064E23,3.7417169013677114E23,4.081872983309882E23,4.422029065252909E23,4.7621851471952374E23,5.10234122913756E23,5.442497311080691E23,5.7826533930229157E23,6.122809474965213E23,6.462965556908497E23,6.803121638850652E23
5.516335122671321,0,3.4025330788208675E22,6.80506615764221E22,1.0207599236462423E23,1.3610132315284915E23,1.701266539410576E23,2.041519847292418E23,2.381773155174647E23,2.722026463056984E23,3.0622797709386E23,3.402533078820803E23,3.742786386703085E23,4.0830396945848364E23,4.423293002467433E23,4.763546310349357E23,5.1037996182312396E23,5.444052926113966E23,5.7843062339957634E23,6.124559541877642E23,6.464812849760503E23,6.80506615764225E23
5.5197493837033305,0,3.4025424497469297E22,6.80508489949433E22,1.0207627349240597E23,1.3610169798989088E23,1.701271224873605E23,2.0415254698480523E23,2.3817797148228852E23,2.72203395979782E23,3.0622882047720516E23,3.4025424497468614E23,3.742796694721748E23,4.0830509396961046E23,4.423305184671313E23,4.7635594296458336E23,5.103813674620333E23,5.444067919595635E23,5.784322164570056E23,6.124576409544551E23,6.464830654520021E23,6.805084899494368E23
5.523249553414836,0,3.4026257328509425E22,6.805251465702341E22,1.0207877198552625E23,1.3610502931405137E23,1.7013128664256106E23,2.0415754397104582E23,2.3818380129956913E23,2.7221005862810285E23,3.06236315956566E23,3.4026257328508756E23,3.742888306136165E23,4.0831508794209164E23,4.423413452706524E23,4.7636760259914444E23,5.103938599276348E23,5.444201172562055E23,5.784463745846882E23,6.124726319131767E23,6.46498889241763E23,6.805251465702389E23
