% Model:              version04-chipAndSpace.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 31 2023, 16:01
% Dimension:          1
% Nodes:              1965
% Expressions:        21
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
-13.88011284761717,0,3.374788919109943E22,6.749577838219934E22,1.0124366757330443E23,1.3499155676439771E23,1.6873944595548692E23,2.0248733514661037E23,2.3623522433764744E23,2.6998311352879388E23,3.037310027199074E23,3.374788919109564E23,3.7122678110206175E23,4.049746702932196E23,4.387225594842259E23,4.72470448675297E23,5.062183378665126E23,5.3996622705759084E23,5.737141162486247E23,6.074620054397837E23,6.412098946309422E23,6.749577838219403E23
-13.87554638575391,0,3.3747889227107943E22,6.749577845421641E22,1.0124366768133004E23,1.3499155690843174E23,1.6873944613552926E23,2.0248733536266128E23,2.3623522458970696E23,2.6998311381686197E23,3.037310030439838E23,3.374788922710413E23,3.7122678149815464E23,4.0497467072532196E23,4.387225599523358E23,4.7247044917941614E23,5.062183384066401E23,5.3996622763372695E23,5.7371411686076985E23,6.074620060879361E23,6.41209895315101E23,6.749577845421105E23
-13.838637024895243,0,3.374788674802269E22,6.7495773496046E22,1.0124366024407459E23,1.349915469920908E23,1.6873943374010238E23,2.024873204881505E23,2.3623520723611028E23,2.6998309398417986E23,3.03730980732216E23,3.374788674801891E23,3.7122675422821616E23,4.0497464097630024E23,4.387225277242281E23,4.72470414472223E23,5.0621830122036275E23,5.399661879683632E23,5.737140747163194E23,6.074619614644011E23,6.412098482124828E23,6.749577349604039E23
-13.837548586783676,0,3.374788672898376E22,6.7495773457968175E22,1.0124366018695766E23,1.3499154691593507E23,1.6873943364490775E23,2.0248732037391664E23,2.36235207102838E23,2.6998309383186844E23,3.037309805608655E23,3.374788672898E23,3.712267540187881E23,4.049746407478324E23,4.387225274767218E23,4.724704142056783E23,5.062183009347787E23,5.399661876637403E23,5.7371407439265775E23,6.074619611217008E23,6.41209847850744E23,6.749577345796254E23
-13.830526403448232,0,3.3747885922384754E22,6.749577184477016E22,1.012436577671607E23,1.3499154368953898E23,1.6873942961191293E23,2.024873155343225E23,2.3623520145664458E23,2.6998308737907612E23,3.037309733014747E23,3.3747885922380935E23,3.712267451461997E23,4.049746310686441E23,4.387225169909346E23,4.724704029132921E23,5.0621828883579455E23,5.399661747581559E23,5.7371406068047537E23,6.074619466029183E23,6.412098325253623E23,6.749577184476455E23
-13.782413116621196,0,3.3753530757783155E22,6.750706151556682E22,1.0126059227335588E23,1.350141230311326E23,1.6876765378890506E23,2.025211845467132E23,2.362747153044333E23,2.700282460622637E23,3.037817768200611E23,3.375353075777941E23,3.712888383355827E23,4.050423690934257E23,4.3879589985111356E23,4.725494306088692E23,5.0630296136677E23,5.400564921245304E23,5.738100228822495E23,6.075635536400901E23,6.413170843979326E23,6.750706151556145E23
-13.778199796631048,0,3.3753530162151093E22,6.7507060324302756E22,1.0126059048645959E23,1.3501412064860434E23,1.687676508107449E23,2.0252118097292065E23,2.3627471113501002E23,2.700282412972071E23,3.0378177145937263E23,3.3753530162147365E23,3.712888317836297E23,4.050423619458404E23,4.387958921078968E23,4.725494222700225E23,5.063029524322903E23,5.4005648259441735E23,5.738100127565035E23,6.075635429187123E23,6.413170730809244E23,6.75070603242974E23
-13.755305163304584,0,3.3753539384301343E22,6.750707876860321E22,1.0126061815291075E23,1.350141575372053E23,1.6876769692149625E23,2.0252123630582278E23,2.3627477569006173E23,2.70028315074409E23,3.03781854458725E23,3.3753539384297586E23,3.712889332272838E23,4.050424726116447E23,4.38796011995852E23,4.725495513801257E23,5.0630309076454355E23,5.400566301488212E23,5.738101695330579E23,6.07563708917418E23,6.4131724830178E23,6.750707876859792E23
-13.752366553736323,0,3.3753539253279394E22,6.75070785065594E22,1.0126061775984459E23,1.3501415701311753E23,1.687676962663867E23,2.0252123551969046E23,2.3627477477290794E23,2.7002831402623374E23,3.0378185327952706E23,3.375353925327573E23,3.7128893178604236E23,4.050424710393799E23,4.3879601029256585E23,4.7254954954581864E23,5.0630308879921275E23,5.400566280524701E23,5.738101673056853E23,6.075637065590231E23,6.413172458123633E23,6.750707850655417E23
-13.729471920409846,0,3.3753538234357723E22,6.750707646871605E22,1.012606147030796E23,1.3501415293743082E23,1.6876769117177803E23,2.025212294061606E23,2.3627476764045517E23,2.7002830587486037E23,3.0378184410923206E23,3.3753538234354016E23,3.712889205779029E23,4.0504245881232E23,4.387959970465837E23,4.725495352809133E23,5.063030735153882E23,5.400566117497233E23,5.738101499840163E23,6.075636882184331E23,6.413172264528503E23,6.750707646871068E23
-13.727283065507217,0,3.3753538452172967E22,6.750707690434655E22,1.0126061535652546E23,1.350141538086918E23,1.687676922608545E23,2.0252123071305216E23,2.3627476916516185E23,2.7002830761738223E23,3.037818460695695E23,3.3753538452169195E23,3.712889229738704E23,4.050424614261032E23,4.387959998781822E23,4.725495383303261E23,5.063030767826165E23,5.400566152347672E23,5.7381015368687524E23,6.075636921391074E23,6.413172305913401E23,6.75070769043412E23
-13.726681786096364,0,3.375353827910937E22,6.750707655821932E22,1.0126061483733478E23,1.3501415311643741E23,1.687676913955367E23,2.0252122967467087E23,2.3627476795371646E23,2.7002830623287355E23,3.037818445119976E23,3.375353827910563E23,3.712889210701709E23,4.050424593493406E23,4.3879599762835535E23,4.7254953590743553E23,5.063030741866627E23,5.4005661246574964E23,5.738101507447946E23,6.075636890239632E23,6.413172273031323E23,6.750707655821408E23
-13.72555980167713,0,3.3753538064918927E22,6.75070761298384E22,1.0126061419476328E23,1.350141522596756E23,1.6876769032458422E23,2.0252122838952794E23,2.3627476645438357E23,2.7002830451935004E23,3.0378184258428285E23,3.375353806491516E23,3.7128891871407606E23,4.0504245677905454E23,4.387959948438783E23,4.725495329087696E23,5.063030709738058E23,5.400566090387024E23,5.738101471035562E23,6.075636851685344E23,6.413172232335131E23,6.750707612983307E23
-13.701373988789449,0,3.375353641123609E22,6.750707282247272E22,1.0126060923371457E23,1.3501414564494436E23,1.687676820561697E23,2.025212184674305E23,2.3627475487860356E23,2.7002829128988712E23,3.0378182770113676E23,3.375353641123231E23,3.712889005235644E23,4.050424369348601E23,4.387959733460008E23,4.725495097572099E23,5.063030461685625E23,5.4005658257977746E23,5.7381011899094636E23,6.075636554022425E23,6.413171918135369E23,6.750707282246728E23
-13.65572383773677,0,3.3749585945641357E22,6.749917189128331E22,1.0124875783693068E23,1.3499834378256545E23,1.6874792972819647E23,2.0249751567386274E23,2.3624710161944093E23,2.6999668756512935E23,3.037462735107847E23,3.3749585945637556E23,3.712454454020232E23,4.049950313477246E23,4.3874461729327E23,4.724942032388842E23,5.062437891846443E23,5.399933751302618E23,5.737429610758378E23,6.074925470215366E23,6.412421329672384E23,6.749917189127804E23
-13.638022350048807,0,3.374958353925128E22,6.74991670785031E22,1.0124875061776009E23,1.3499833415700514E23,1.687479176962459E23,2.0249750123552155E23,2.362470847747106E23,2.6999666831400863E23,3.037462518532736E23,3.374958353924754E23,3.712454189317321E23,4.049950024710421E23,4.3874458601019876E23,4.724941695494241E23,5.0624375308879194E23,5.3999333662802055E23,5.737429201672073E23,6.074925037065163E23,6.412420872458256E23,6.749916707849782E23
-13.592868717896021,0,3.375604207981151E22,6.751208415962356E22,1.0126812623944101E23,1.3502416831924598E23,1.687802103990466E23,2.0253625247888337E23,2.3629229455863164E23,2.7004833663849037E23,3.0380437871831626E23,3.375604207980771E23,3.713164628778948E23,4.050725049577658E23,4.388285470374817E23,4.725845891172662E23,5.063406311971954E23,5.400966732769839E23,5.738527153567298E23,6.076087574365996E23,6.413647995164729E23,6.751208415961816E23
-13.535670250357617,0,3.3756035559753737E22,6.7512071119508E22,1.0126810667926757E23,1.3502414223901495E23,1.6878017779875757E23,2.025362133585363E23,2.3629224891822764E23,2.7004828447802832E23,3.0380432003779595E23,3.375603555974994E23,3.71316391157259E23,4.0507242671707174E23,4.388284622767307E23,4.725844978364574E23,5.0634053339632813E23,5.400965689560598E23,5.738526045157465E23,6.076086400755605E23,6.413646756353738E23,6.751207111950248E23
-13.467506898988796,0,3.3756036000001965E22,6.75120720000045E22,1.0126810800001224E23,1.3502414400000786E23,1.68780179999999E23,2.0253621600002575E23,2.3629225199996583E23,2.7004828800001418E23,3.038043240000298E23,3.3756035999998184E23,3.7131639599998845E23,4.050724320000507E23,4.3882846799995765E23,4.7258450399993366E23,5.063405400000489E23,5.4009657600003145E23,5.738526119999673E23,6.07608648000027E23,6.413646840000896E23,6.7512071999999E23
-13.465673303359287,0,3.375603578242764E22,6.75120715648558E22,1.0126810734728926E23,1.3502414312971059E23,1.6878017891212744E23,2.025362146945798E23,2.3629225047694576E23,2.7004828625941963E23,3.038043220418607E23,3.3756035782423845E23,3.713163936066715E23,4.0507242938915873E23,4.388284651714911E23,4.7258450095389347E23,5.063405367364352E23,5.4009657251884234E23,5.738526083012027E23,6.076086440836896E23,6.413646798661777E23,6.751207156485033E23
-13.433489953976835,0,3.375603359533772E22,6.751206719067601E22,1.0126810078601956E23,1.350241343813508E23,1.6878016797667772E23,2.025362015720402E23,2.3629223516731458E23,2.7004826876270034E23,3.038043023580509E23,3.375603359533397E23,3.713163695486817E23,4.050724031440797E23,4.388284367393222E23,4.725844703346318E23,5.063405039300867E23,5.400965375254032E23,5.738525711206733E23,6.076086047160702E23,6.413646383114657E23,6.751206719067047E23
-13.36996651192579,0,3.375602595755891E22,6.7512051915118524E22,1.0126807787268339E23,1.3502410383023562E23,1.6878012978778452E23,2.0253615574536806E23,2.3629218170286412E23,2.700482076604699E23,3.038042336180435E23,3.375602595755531E23,3.7131628553311633E23,4.050723114907349E23,4.3882833744820047E23,4.725843634057309E23,5.063403893634077E23,5.400964153209425E23,5.738524412784373E23,6.07608467236056E23,6.413644931936722E23,6.75120519151132E23
-13.313604964852363,0,3.3756026482139236E22,6.751205296427913E22,1.0126807944642434E23,1.350241059285569E23,1.687801324106862E23,2.0253615889284978E23,2.362921853749263E23,2.700482118571123E23,3.038042383392656E23,3.3756026482135585E23,3.713162913034999E23,4.0507231778569875E23,4.3882834426774356E23,4.725843707498554E23,5.063403972321111E23,5.400964237142276E23,5.738524501963001E23,6.076084766785005E23,6.413645031606987E23,6.75120529642739E23
-13.279289960240826,0,3.375602717531461E22,6.751205435062977E22,1.0126808152595026E23,1.350241087012584E23,1.6878013587656286E23,2.025361630519021E23,2.362921902271536E23,2.700482174025153E23,3.038042445778445E23,3.375602717531097E23,3.7131629892842824E23,4.0507232610380305E23,4.388283532790224E23,4.7258438045430946E23,5.0634040762974145E23,5.400964348050336E23,5.7385246198028256E23,6.076084891556588E23,6.413645163310311E23,6.751205435062455E23
-13.274463230735282,0,3.3756026909481486E22,6.751205381896355E22,1.0126808072845103E23,1.3502410763792594E23,1.687801345473972E23,2.025361614569036E23,2.3629218836632173E23,2.7004821527585034E23,3.038042421853464E23,3.375602690947782E23,3.7131629600426405E23,4.0507232291380575E23,4.3882834982319196E23,4.725843767326459E23,5.063404036422443E23,5.400964305517038E23,5.7385245746111924E23,6.076084843706614E23,6.413645112802015E23,6.75120538189583E23
-13.248422928835584,0,3.3756026857950473E22,6.751205371590154E22,1.01268080573858E23,1.3502410743180182E23,1.68780134289743E23,2.025361611477171E23,2.362921880056052E23,2.7004821486360227E23,3.038042417215675E23,3.3756026857946814E23,3.713162954374241E23,4.0507232229543334E23,4.3882834915329014E23,4.7258437601121344E23,5.063404028692812E23,5.400964297272073E23,5.7385245658509315E23,6.076084834431035E23,6.413645103011139E23,6.751205371589658E23
-13.248085012701534,0,3.3756026891445803E22,6.751205378289221E22,1.0126808067434394E23,1.3502410756578313E23,1.6878013445721968E23,2.0253616134868906E23,2.3629218824007248E23,2.7004821513156498E23,3.038042420230255E23,3.3756026891442144E23,3.713162958058724E23,4.050723226973772E23,4.388283495887286E23,4.72584376480148E23,5.0634040337171094E23,5.400964302631325E23,5.738524571545135E23,6.076084840460195E23,6.413645109375249E23,6.751205378288724E23
-13.231385558518502,0,3.375602640273531E22,6.7512052805471125E22,1.0126807920821218E23,1.350241056109412E23,1.687801320136664E23,2.0253615841642573E23,2.3629218481909848E23,2.7004821122188084E23,3.0380423762462996E23,3.375602640273157E23,3.713162904300553E23,4.050723168328505E23,4.3882834323549086E23,4.725843696381995E23,5.06340396041049E23,5.400964224437648E23,5.738524488464328E23,6.07608475249228E23,6.413645016520218E23,6.751205280546606E23
-13.231047642384437,0,3.375602612634776E22,6.751205225269603E22,1.0126807837904975E23,1.3502410450539098E23,1.687801306317288E23,2.0253615675810074E23,2.3629218288438566E23,2.7004820901078054E23,3.038042351371424E23,3.375602612634405E23,3.713162873897927E23,4.0507231351620054E23,4.388283396424532E23,4.72584365768774E23,5.063403918952362E23,5.400964180215639E23,5.7385244414784483E23,6.076084702742526E23,6.413644964006586E23,6.751205225269103E23
-13.214348188201408,0,3.3756023603569854E22,6.751204720714032E22,1.0126807081071578E23,1.3502409441427933E23,1.6878011801783916E23,2.0253614162143293E23,2.3629216522494046E23,2.7004818882855715E23,3.03804212432141E23,3.375602360356618E23,3.7131625963923585E23,4.0507228324286465E23,4.3882830684634085E23,4.725843304498833E23,5.063403540535685E23,5.400963776571173E23,5.738524012606205E23,6.076084248642506E23,6.413644484678781E23,6.751204720713511E23
-13.21401027206736,0,3.3756023403765874E22,6.751204680753237E22,1.0126807021130385E23,1.3502409361506344E23,1.6878011701881926E23,2.02536140422609E23,2.3629216382631285E23,2.700481872301254E23,3.0380421063390516E23,3.3756023403762195E23,3.7131625744139224E23,4.050722808452169E23,4.3882830424888925E23,4.725843276526282E23,5.063403510565085E23,5.400963744602538E23,5.7385239786395266E23,6.076084212677788E23,6.413644446716028E23,6.751204680752713E23
-13.2003781059622,0,3.375602198650874E22,6.7512043973018E22,1.0126806595953226E23,1.3502408794603491E23,1.6878010993253303E23,2.0253613191906594E23,2.3629215390551184E23,2.7004817589206794E23,3.038041978785913E23,3.3756021986505E23,3.713162418515634E23,4.0507226383813094E23,4.388282858245457E23,4.7258430781102624E23,5.063403297976527E23,5.4009635178413964E23,5.738523737705803E23,6.076083957571513E23,6.413644177437183E23,6.751204397301263E23
-13.113540813474625,0,3.3756017612746587E22,6.751203522549373E22,1.0126805283824613E23,1.3502407045098631E23,1.68780088063722E23,2.025361056764937E23,2.3629212328917758E23,2.700481409019711E23,3.038041585147314E23,3.375601761274286E23,3.713161937401794E23,4.050722113529864E23,4.388282289656376E23,4.72584246578358E23,5.063402641912211E23,5.4009628180394525E23,5.738522994166232E23,6.07608317029432E23,6.413643346422353E23,6.751203522548827E23
-13.071197547554574,0,3.376315759779989E22,6.752631519560034E22,1.0128947279340589E23,1.3505263039119951E23,1.688157879889891E23,2.0257894558681325E23,2.3634210318455084E23,2.7010526078239758E23,3.0386841838021106E23,3.376315759779614E23,3.713947335757648E23,4.051578911736254E23,4.389210487713302E23,4.726842063691042E23,5.06447363967022E23,5.4021052156479804E23,5.739736791625317E23,6.077368367603913E23,6.414999943582495E23,6.752631519559506E23
-13.065046064426468,0,3.3763157836868675E22,6.752631567373792E22,1.0128947351061236E23,1.3505263134747465E23,1.688157891843334E23,2.025789470212261E23,2.36342104858032E23,2.7010526269494782E23,3.0386842053183103E23,3.3763157836864925E23,3.7139473620552257E23,4.051578940424512E23,4.389210518792259E23,4.726842097160669E23,5.0644736755305374E23,5.402105253898986E23,5.739736832267013E23,6.077368410636293E23,6.414999989005571E23,6.752631567373268E23
-13.057486788241482,0,3.3763158092140174E22,6.752631618428095E22,1.012894742764269E23,1.350526323685606E23,1.6881579046069126E23,2.0257894855285535E23,2.3634210664493284E23,2.7010526473712E23,3.0386842282927434E23,3.3763158092136514E23,3.7139473901351E23,4.0515789710570977E23,4.389210551977562E23,4.726842132898683E23,5.06447371382126E23,5.402105294742424E23,5.7397368756631795E23,6.07736845658518E23,6.415000037507157E23,6.752631618427581E23
-12.98434406831308,0,3.376224551890915E22,6.752449103781902E22,1.0128673655673367E23,1.3504898207563663E23,1.6881122759453557E23,2.0257347311346888E23,2.3633571863231468E23,2.7009796415127158E23,3.038602096701957E23,3.376224551890544E23,3.713847007079685E23,4.0514694622693675E23,4.389091917457526E23,4.726714372646322E23,5.0643368278365904E23,5.401959283025465E23,5.7395817382138964E23,6.077204193403579E23,6.414826648593275E23,6.752449103781364E23
-12.949676024846305,0,3.376174783515775E22,6.752349567031609E22,1.0128524350547974E23,1.3504699134063097E23,1.6880873917577866E23,2.0257048701096088E23,2.363322348460558E23,2.700939826812601E23,3.038557305164324E23,3.376174783515402E23,3.713792261867029E23,4.051409740219206E23,4.389027218569834E23,4.726644696921141E23,5.064262175273877E23,5.401879653625239E23,5.739497131976166E23,6.077114610328322E23,6.414732088680503E23,6.752349567031087E23
-12.929479343478098,0,3.376174863907819E22,6.752349727815697E22,1.0128524591724057E23,1.3504699455631273E23,1.688087431953805E23,2.0257049183448242E23,2.3633224047349788E23,2.7009398911262372E23,3.03855737751715E23,3.3761748639074476E23,3.713792350298275E23,4.0514098366896384E23,4.389027323079481E23,4.7266448094699803E23,5.0642622958619394E23,5.4018797822525094E23,5.7394972686426E23,6.077114755033986E23,6.414732241425362E23,6.752349727815166E23
