% Model:              version04-chipAndSpace.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 31 2023, 14:20
% Dimension:          1
% Nodes:              1965
% Expressions:        41
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
3.1310350658530703,7.939069326759213E23,8.732976259434785E23,9.526883192110278E23,1.0320790124786845E24,1.1114697057462291E24,1.1908603990136993E24,1.2702510922814046E24,1.349641785549025E24,1.429032478816558E24,1.508423172084126E24,1.5878138653518375E24,1.6672045586194184E24,1.7465952518869637E24,1.8259859451545654E24,1.905376638422048E24,1.9847673316897598E24,2.064158024957512E24,2.1435487182251284E24,2.2229394114925542E24,2.3023301047602982E24,2.3817207980275675E24,2.4611114912953895E24,2.540502184563002E24,2.6198928778306175E24,2.699283571098128E24,2.7786742643656E24,2.8580649576331347E24,2.937455650901078E24,3.016846344168256E24,3.0962370374360545E24,3.175627730703675E24,3.255018423970804E24,3.334409117238837E24,3.41379981050675E24,3.49319050377392E24,3.57258119704163E24,3.6519718903091307E24,3.731362583576639E24,3.810753276844096E24,3.8901439701123415E24,3.969534663379513E24
3.1642735409179727,7.89757848624362E23,8.687336334867618E23,9.477094183491579E23,1.0266852032116551E24,1.1056609880740465E24,1.1846367729363594E24,1.26361255779891E24,1.3425883426613757E24,1.4215641275237532E24,1.5005399123861629E24,1.5795156972487175E24,1.6584914821111483E24,1.7374672669735295E24,1.8164430518359744E24,1.8954188366983094E24,1.9743946215608587E24,2.0533704064234506E24,2.1323461912859196E24,2.2113219761481802E24,2.2902977610107749E24,2.3692735458728874E24,2.448249330735556E24,2.527225115598005E24,2.6062009004604685E24,2.6851766853228256E24,2.76415247018514E24,2.843128255047528E24,2.9221040399103117E24,3.0010798247723295E24,3.080055609634966E24,3.159031394497435E24,3.238007179359416E24,3.3169829642222967E24,3.395958749085044E24,3.4749345339470516E24,3.5539103188096116E24,3.632886103671949E24,3.7118618885343106E24,3.790837673396619E24,3.8698134582597E24,3.948789243121712E24
3.1746998985492034,7.881830910412232E23,8.67001400145308E23,9.458197092493886E23,1.024638018353573E24,1.1034563274576462E24,1.1822746365616497E24,1.261092945665885E24,1.339911254770039E24,1.418729563874101E24,1.4975478729781962E24,1.5763661820824398E24,1.6551844911865502E24,1.7340028002906236E24,1.812821109394753E24,1.891639418498771E24,1.9704577276030116E24,2.0492760367072925E24,2.1280943458114346E24,2.2069126549153872E24,2.2857309640196713E24,2.3645492731234677E24,2.4433675822278224E24,2.5221858913319546E24,2.601004200436115E24,2.679822509540159E24,2.7586408186441547E24,2.8374591277482235E24,2.916277436852684E24,2.9950957459563956E24,3.0739140550607264E24,3.1527323641648795E24,3.231550673268542E24,3.3103689823731004E24,3.3891872914775526E24,3.4680056005812376E24,3.5468239096854814E24,3.625642218789506E24,3.7044605278935493E24,3.783278836997542E24,3.862097146102308E24,3.940915455206016E24
3.180123082670752,7.866708078293028E23,8.653378886121953E23,9.440049693950875E23,1.0226720501780747E24,1.1013391309609614E24,1.1800062117437715E24,1.2586732925268108E24,1.3373403733097747E24,1.416007454092645E24,1.494674534875551E24,1.5733416156586E24,1.6520086964415193E24,1.7306757772243975E24,1.8093428580073456E24,1.888009938790166E24,1.9666770195732186E24,2.0453441003562938E24,2.1240111811392558E24,2.2026782619220122E24,2.2813453427051039E24,2.3600124234877131E24,2.43867950427087E24,2.517346585053811E24,2.59601366583678E24,2.6746807466196255E24,2.7533478274024383E24,2.832014908185311E24,2.910681988968581E24,2.989349069751104E24,3.0680161505342444E24,3.1466832313172E24,3.225350312099674E24,3.3040173928830386E24,3.3826844736662916E24,3.461351554448787E24,3.5400186352318435E24,3.618685716014691E24,3.6973527967975243E24,3.776019877580332E24,3.854686958363898E24,3.9333540391464307E24
3.213176278031124,7.819797619838277E23,8.601777381821694E23,9.38375714380516E23,1.0165736905789598E24,1.0947716667772949E24,1.1729696429755575E24,1.25116761917405E24,1.3293655953724623E24,1.4075635715707908E24,1.4857615477691454E24,1.5639595239676495E24,1.6421575001660183E24,1.720355476364347E24,1.7985534525627444E24,1.8767514287610238E24,1.9549494049595233E24,2.0331473811580631E24,2.1113453573564687E24,2.189543333554681E24,2.2677413097532238E24,2.3459392859512807E24,2.42413726214989E24,2.502335238348296E24,2.580533214546706E24,2.6587311907450093E24,2.736929166943271E24,2.8151271431416036E24,2.893325119340325E24,2.9715230955382935E24,3.049721071736881E24,3.127919047935299E24,3.206117024133225E24,3.2843150003320366E24,3.362512976530743E24,3.4407109527286846E24,3.5189089289272013E24,3.597106905125489E24,3.675304881323788E24,3.7535028575220476E24,3.831700833721065E24,3.909898809919036E24
3.2167957332769683,7.810452885565544E23,8.591498174121722E23,9.372543462677869E23,1.0153588751235035E24,1.0934634039791133E24,1.1715679328346499E24,1.2496724616904145E24,1.3277769905461E24,1.405881519401699E24,1.4839860482573264E24,1.5620905771131027E24,1.6401951059687472E24,1.718299634824352E24,1.7964041636800144E24,1.8745086925355663E24,1.952613221391347E24,2.030717750247154E24,2.1088222791028353E24,2.1869268079583176E24,2.2650313368141296E24,2.343135865669466E24,2.4212403945253474E24,2.499344923381021E24,2.577449452236709E24,2.655553981092279E24,2.7336585099478115E24,2.8117630388034187E24,2.8898675676594135E24,2.9679720965146556E24,3.0460766253705215E24,3.1241811542262054E24,3.202285683081404E24,3.2803902119374944E24,3.358494740793474E24,3.4365992696486953E24,3.514703798504482E24,3.592808327360029E24,3.670912856215602E24,3.7490173850711326E24,3.827121913927427E24,3.905226442782685E24
3.238441453254491,7.783679334507322E23,8.562047267957662E23,9.340415201408003E23,1.0118783134859336E24,1.0897151068309624E24,1.1675519001759157E24,1.245388693521099E24,1.3232254868661995E24,1.4010622802112185E24,1.478899073556262E24,1.5567358669014593E24,1.6345726602465186E24,1.7124094535915391E24,1.7902462469366204E24,1.8680830402815937E24,1.9459198336267844E24,2.0237566269720114E24,2.1015934203171104E24,2.179430213662016E24,2.2572670070072455E24,2.3351038003519984E24,2.412940593697297E24,2.490777387042382E24,2.568614180387497E24,2.6464509737324774E24,2.724287767077434E24,2.802124560422457E24,2.879961353767868E24,2.957798147112526E24,3.0356349404578074E24,3.1134717338029187E24,3.1913085271475323E24,3.269145320493037E24,3.3469821138384335E24,3.4248189071830697E24,3.502655700528272E24,3.580492493873241E24,3.6583292872182307E24,3.7361660805631874E24,3.814002873908896E24,3.891839667253563E24
3.2707100204418458,7.748114906653993E23,8.522926397318988E23,9.297737887983998E23,1.0072549378650013E24,1.0847360869314943E24,1.1622172359979156E24,1.239698385064567E24,1.317179534131135E24,1.3946606831976217E24,1.4721418322641287E24,1.5496229813307936E24,1.627104130397325E24,1.7045852794638063E24,1.7820664285303624E24,1.8595475775967937E24,1.9370287266634578E24,2.014509875730151E24,2.0919910247967185E24,2.169472173863085E24,2.2469533229297803E24,2.3244344719960023E24,2.4019156210627684E24,2.479396770129321E24,2.5568779191958957E24,2.634359068262349E24,2.7118402173287755E24,2.7893213663952584E24,2.86680251546214E24,2.94428366452826E24,3.021764813595018E24,3.099245962661587E24,3.176727111727669E24,3.25420826079465E24,3.3316894098615124E24,3.409170558927603E24,3.486651707994278E24,3.564132857060725E24,3.641614006127173E24,3.7190951551935875E24,3.796576304260769E24,3.874057453326908E24
3.2911792317181985,7.721665522877933E23,8.493832075165324E23,9.26599862745273E23,1.0038165179741116E24,1.0810331732028447E24,1.1582498284315049E24,1.2354664836603933E24,1.3126831388892032E24,1.3898997941179243E24,1.4671164493466773E24,1.54433310457558E24,1.6215497598043484E24,1.6987664150330718E24,1.7759830702618673E24,1.853199725490538E24,1.93041638071944E24,2.007633035948373E24,2.0848496911771746E24,2.1620663464057794E24,2.2392830016347155E24,2.3164996568631716E24,2.39371631209219E24,2.470932967320977E24,2.5481496225497903E24,2.62536627777849E24,2.7025829330071433E24,2.7797995882358695E24,2.857016243464999E24,2.934232898693357E24,3.0114495539223486E24,3.08866620915116E24,3.1658828643794697E24,3.243099519608697E24,3.320316174837801E24,3.3975328300661356E24,3.4747494852950476E24,3.5519661405237345E24,3.629182795752424E24,3.706399450981076E24,3.783616106210499E24,3.8608327614388743E24
3.30320532850472,7.705740539364596E23,8.476314593300668E23,9.24688864723673E23,1.0017462701173782E24,1.0788036755109798E24,1.1558610809045073E24,1.2329184862982634E24,1.309975891691941E24,1.387033297085523E24,1.4640907024791457E24,1.5411481078729138E24,1.6182055132665487E24,1.6952629186601407E24,1.7723203240537998E24,1.8493777294473386E24,1.9264351348411035E24,2.0034925402349048E24,2.0805499456285792E24,2.157607351022055E24,2.2346647564158518E24,2.3117221618091812E24,2.3887795672030583E24,2.4658369725967163E24,2.5428943779903875E24,2.619951783383963E24,2.697009188777484E24,2.774066594171068E24,2.8511239995650706E24,2.9281814049582935E24,3.005238810352146E24,3.0822962157458275E24,3.15935362113901E24,3.2364110265330974E24,3.3134684319270724E24,3.390525837320275E24,3.467583242714049E24,3.5446406481075995E24,3.6216980535011623E24,3.698755458894677E24,3.775812864288967E24,3.8528702696822E24
3.3382718294097673,7.66311978674721E23,8.429431765421514E23,9.19574374409584E23,9.962055722771175E23,1.0728367701445413E24,1.1494679680118928E24,1.2260991658794765E24,1.3027303637469816E24,1.379361561614396E24,1.4559927594818374E24,1.532623957349435E24,1.6092551552168948E24,1.68588635308431E24,1.7625175509517936E24,1.83914874881916E24,1.9157799466867546E24,1.992411144554385E24,2.0690423424218762E24,2.1456735402891673E24,2.2223047381568083E24,2.298935936023961E24,2.3755671338916625E24,2.452198331759146E24,2.52882952962665E24,2.605460727494037E24,2.682091925361392E24,2.7587231232288096E24,2.835354321096621E24,2.911985518963677E24,2.988616716831357E24,3.06524791469887E24,3.1418791125658803E24,3.2185103104337897E24,3.2951415083015825E24,3.3717727061686103E24,3.4484039040362217E24,3.525035101903587E24,3.601666299770966E24,3.67829749763832E24,3.754928695506439E24,3.8315598933735007E24
3.360230433445043,7.641222076781571E23,8.405344284459338E23,9.169466492137115E23,9.933588699815865E23,1.0697710907493563E24,1.1461833115170537E24,1.2225955322849806E24,1.299007753052826E24,1.3754199738205823E24,1.4518321945883755E24,1.5282444153563077E24,1.60465663612412E24,1.681068856891875E24,1.7574810776597077E24,1.8338932984274156E24,1.910305519195353E24,1.9867177399633206E24,2.0631299607311678E24,2.1395421814988018E24,2.2159544022667826E24,2.292366623034275E24,2.3687788438023204E24,2.4451910645701577E24,2.5216032853379986E24,2.5980155061057333E24,2.6744277268734336E24,2.7508399476411823E24,2.8272521684093545E24,2.9036643891767537E24,2.980076609944769E24,3.0564888307126155E24,3.1329010514799706E24,3.20931327224824E24,3.28572549301636E24,3.3621377137837405E24,3.4385499345516894E24,3.5149621553194155E24,3.591374376087127E24,3.667786596854831E24,3.7441988176232863E24,3.8206110383906994E24
3.3812801925332114,7.61621127643795E23,8.377832404081367E23,9.139453531724787E23,9.90107465936918E23,1.0662695787012523E24,1.1424316914655123E24,1.2185938042300032E24,1.294755916994413E24,1.3709180297587342E24,1.447080142523089E24,1.5232422552875824E24,1.5994043680519594E24,1.6755664808162814E24,1.7517285935806775E24,1.8278907063449498E24,1.9040528191094465E24,1.9802149318739806E24,2.056377044638387E24,2.132539157402597E24,2.208701270167134E24,2.2848633829311926E24,2.3610254956957983E24,2.4371876084601965E24,2.513349721224609E24,2.5895118339889076E24,2.665673946753164E24,2.7418360595174866E24,2.817998172282223E24,2.89416028504618E24,2.9703223978107594E24,3.046484510575165E24,3.1226466233390946E24,3.198808736103919E24,3.274970848868622E24,3.351132961632555E24,3.4272950743970665E24,3.503457187161355E24,3.579619299925639E24,3.6557814126898996E24,3.7319435254549295E24,3.808105638218888E24
3.425427140739054,7.570682694695608E23,8.327750964164766E23,9.084819233633947E23,9.841887503104119E23,1.059895577257322E24,1.1356024042041573E24,1.2113092311512248E24,1.2870160580982108E24,1.3627228850451104E24,1.4384297119920403E24,1.5141365389391144E24,1.589843365886065E24,1.6655501928329586E24,1.7412570197799355E24,1.8169638467267828E24,1.8926706736738565E24,1.968377500620972E24,2.0440843275679553E24,2.1197911545147332E24,2.19549798146185E24,2.2712048084084784E24,2.346911635355679E24,2.4226184623026445E24,2.498325289249633E24,2.574032116196504E24,2.64973894314334E24,2.72544577009024E24,2.801152597037542E24,2.876859423984083E24,2.952566250931243E24,3.028273077878229E24,3.1039799048247225E24,3.17968673177213E24,3.2553935587194037E24,3.331100385665909E24,3.4068072126130074E24,3.482514039559871E24,3.558220866506733E24,3.6339276934535655E24,3.709634520401168E24,3.785341347347708E24
3.428145207779787,7.566628252725727E23,8.323291077997906E23,9.079953903270103E23,9.836616728543257E23,1.0593279553815378E24,1.1349942379086742E24,1.2106605204360433E24,1.286326802963329E24,1.361993085490533E24,1.4376593680177622E24,1.5133256505451387E24,1.5889919330723883E24,1.6646582155995865E24,1.740324498126864E24,1.8159907806540137E24,1.8916570631813873E24,1.9673233457088027E24,2.0429896282360885E24,2.118655910763167E24,2.1943221932905825E24,2.2699884758175207E24,2.3456547583450126E24,2.421321040872277E24,2.496987323399571E24,2.572653605926739E24,2.648319888453878E24,2.723986170981086E24,2.7996524535086815E24,2.8753187360355265E24,2.950985018562983E24,3.0266513010902774E24,3.102317583617073E24,3.1779838661447765E24,3.253650148672354E24,3.3293164311991655E24,3.404982713726551E24,3.480648996253728E24,3.5563152787808887E24,3.6319815613080274E24,3.7076478438359177E24,3.783314126362768E24
3.433236327305203,7.559217499750907E23,8.315139249725596E23,9.07106099970029E23,9.826982749675971E23,1.0582904499650636E24,1.1338826249624522E24,1.2094747999600724E24,1.2850669749576124E24,1.3606591499550662E24,1.436251324952545E24,1.5118434999501741E24,1.5874356749476747E24,1.663027849945127E24,1.7386200249426492E24,1.814212199940051E24,1.8898043749376822E24,1.965396549935345E24,2.0409887249328824E24,2.1165808999302198E24,2.19217307492788E24,2.2677652499250748E24,2.3433574249228148E24,2.4189495999203333E24,2.494541774917875E24,2.570133949915302E24,2.6457261249126797E24,2.721318299910152E24,2.7969104749079965E24,2.872502649905093E24,2.948094824902801E24,3.0236869999003483E24,3.0992791748973984E24,3.1748713498953494E24,3.2504635248931763E24,3.3260556998902447E24,3.4016478748878864E24,3.4772400498852983E24,3.552832224882716E24,3.628424399880102E24,3.704016574878253E24,3.779608749875355E24
3.4459181135207406,7.551159505071254E23,8.306275455577999E23,9.061391406084735E23,9.816507356592487E23,1.057162330709912E24,1.1326739257605078E24,1.2081855208113289E24,1.2836971158620703E24,1.3592087109127259E24,1.4347203059634115E24,1.510231901014246E24,1.5857434960649498E24,1.661255091115606E24,1.7367666861663322E24,1.812278281216941E24,1.8877898762677744E24,1.9633014713186423E24,2.03881306636938E24,2.1143246614199205E24,2.1898362564707895E24,2.2653478515211802E24,2.3408594465721235E24,2.4163710416228537E24,2.491882636673597E24,2.567394231724221E24,2.642905826774818E24,2.7184174218254743E24,2.793929016876538E24,2.869440611926824E24,2.944952206977748E24,3.020463802028492E24,3.095975397078738E24,3.1714869921298997E24,3.24699858718094E24,3.3225101822312033E24,3.3980217772820554E24,3.4735333723326643E24,3.5490449673832904E24,3.624556562433882E24,3.70006815748524E24,3.7755797525355364E24
3.4489571467672535,7.547209401725565E23,8.301930341897715E23,9.056651282069904E23,9.811372222243039E23,1.0566093162415138E24,1.1320814102586484E24,1.2075535042760182E24,1.2830255982932983E24,1.3584976923105016E24,1.4339697863277245E24,1.5094418803451066E24,1.5849139743623518E24,1.660386068379548E24,1.7358581623968218E24,1.8113302564139736E24,1.8868023504313458E24,1.9622744444487552E24,2.0377465384660396E24,2.1132186324831216E24,2.1886907265005394E24,2.2641628205174673E24,2.3396349145349544E24,2.4151070085522262E24,2.490579102569513E24,2.566051196586677E24,2.6415232906038173E24,2.716995384621023E24,2.792467478638622E24,2.8679395726554517E24,2.943411666672916E24,3.018883760690213E24,3.0943558547069975E24,3.1698279487247036E24,3.24530004274228E24,3.32077213675909E24,3.396244230776479E24,3.4717163247936436E24,3.5471884188108075E24,3.622660512827947E24,3.698132606845836E24,3.773604700862685E24
3.5425590666247273,7.452768795111166E23,8.198045674621901E23,8.943322554132625E23,9.688599433644336E23,1.0433876313154989E24,1.1179153192664926E24,1.1924430072177168E24,1.2669706951688562E24,1.3414983831199082E24,1.416026071070993E24,1.4905537590222257E24,1.5650814469733322E24,1.6396091349243853E24,1.714136822875511E24,1.7886645108265191E24,1.8631921987777502E24,1.9377198867290189E24,2.0122475746801503E24,2.0867752626310907E24,2.161302950582363E24,2.235830638533153E24,2.3103583264845E24,2.3848860144356215E24,2.459413702386762E24,2.5339413903377886E24,2.60846907828878E24,2.6829967662398347E24,2.7575244541912955E24,2.832052142141987E24,2.9065798300933137E24,2.9811075180444513E24,3.055635205995099E24,3.1301628939466644E24,3.204690581898091E24,3.2792182698487647E24,3.3537459578000043E24,3.428273645751022E24,3.502801333702048E24,3.5773290216530383E24,3.651856709604791E24,3.7263843975554934E24
3.5435326267091796,7.452688602941069E23,8.19795746323481E23,8.943226323528537E23,9.68849518382326E23,1.0433764044116888E24,1.1179032904409816E24,1.1924301764705043E24,1.2669570624999458E24,1.3414839485292968E24,1.416010834558679E24,1.4905377205882084E24,1.5650646066176128E24,1.6395914926469678E24,1.7141183786763945E24,1.7886452647057E24,1.863172150735231E24,1.937699036764799E24,2.0122259227942347E24,2.0867528088234732E24,2.16127969485304E24,2.2358065808821306E24,2.3103334669117723E24,2.3848603529411955E24,2.45938723897064E24,2.53391412499997E24,2.608441011029253E24,2.6829678970586124E24,2.7574947830883703E24,2.832021669117359E24,2.906548555146987E24,2.981075441176417E24,3.055602327205366E24,3.1301292132352256E24,3.2046560992649616E24,3.279182985293928E24,3.3537098713234746E24,3.428236757352789E24,3.5027636433821105E24,3.5772905294114E24,3.6518174154414514E24,3.7263443014704545E24
3.5445613882759686,7.450848274492085E23,8.195933101940905E23,8.941017929389731E23,9.686102756839567E23,1.0431187584288283E24,1.1176272411736314E24,1.1921357239186631E24,1.2666442066636143E24,1.3411526894084775E24,1.4156611721533687E24,1.4901696548984102E24,1.5646781376433223E24,1.639186620388187E24,1.7136951031331208E24,1.788203585877938E24,1.862712068622981E24,1.937220551368059E24,2.0117290341130022E24,2.086237516857751E24,2.1607459996028253E24,2.2352544823474285E24,2.3097629650925814E24,2.3842714478375125E24,2.4587799305824657E24,2.533288413327304E24,2.6077968960721004E24,2.682305378816973E24,2.75681386156224E24,2.8313223443067385E24,2.9058308270518745E24,2.9803393097968204E24,3.0548477925412815E24,3.1293562752866446E24,3.203864758031885E24,3.2783732407763663E24,3.3528817235214153E24,3.4273902062662415E24,3.501898689011076E24,3.576407171755876E24,3.6509156545014444E24,3.725424137245954E24
