% Model:              version04-chipAndSpace.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 31 2023, 14:20
% Dimension:          1
% Nodes:              1965
% Expressions:        41
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
2.5902937861680826,9.509476271966515E23,1.0460423899162788E24,1.1411371526359044E24,1.2362319153556312E24,1.3313266780752482E24,1.4264214407947976E24,1.5215162035145716E24,1.6166109662342665E24,1.7117057289538707E24,1.8068004916735113E24,1.901895254393297E24,1.996990017112957E24,2.0920847798325648E24,2.187179542552242E24,2.282274305271802E24,2.3773690679915893E24,2.472463830711406E24,2.567558593431098E24,2.6626533561505904E24,2.757748118870413E24,2.8528428815897573E24,2.947937644309642E24,3.0430324070293334E24,3.1381271697490306E24,3.2332219324686146E24,3.3283166951881546E24,3.423411457907765E24,3.518506220627779E24,3.613600983347025E24,3.708695746066904E24,3.803790508786594E24,3.898885271505803E24,3.993980034225914E24,4.0890747969458945E24,4.1841695596651204E24,4.2792643223849143E24,4.374359085104484E24,4.4694538478240614E24,4.564548610543604E24,4.6596433732639064E24,4.7547381359831694E24
2.5909310862700514,9.506548201497307E23,1.0457203021646685E24,1.1407857841795995E24,1.2358512661946366E24,1.3309167482095624E24,1.425982230224416E24,1.5210477122394982E24,1.616113194254504E24,1.7111786762694171E24,1.8062441582843607E24,1.9013096402994547E24,1.9963751223144273E24,2.0914406043293446E24,2.1865060863443287E24,2.2815715683591918E24,2.3766370503742884E24,2.471702532389418E24,2.566768014404414E24,2.661833496419213E24,2.756898978434344E24,2.851964460449003E24,2.947029942464202E24,3.0420954244791914E24,3.137160906494191E24,3.232226388509084E24,3.3272918705239414E24,3.422357352538857E24,3.5174228345541695E24,3.612488316568723E24,3.7075537985839107E24,3.8026192805989094E24,3.8976847626134356E24,3.9927502446288546E24,4.0878157266441356E24,4.1828812086586795E24,4.277946690673778E24,4.3730121726886575E24,4.4680776547035444E24,4.5631431367183836E24,4.6582086187340045E24,4.7532741007485677E24
2.5939199032024782,9.492188190425572E23,1.0441407009467758E24,1.1390625828509948E24,1.2339844647553084E24,1.328906346659517E24,1.4238282285636535E24,1.5187501104680197E24,1.6136719923723089E24,1.708593874276504E24,1.8035157561807337E24,1.8984376380851088E24,1.9933595199893647E24,2.088281401893558E24,2.1832032837978273E24,2.2781251657019828E24,2.37304704760635E24,2.4679689295107644E24,2.562890811415043E24,2.6578126933191264E24,2.7527345752235305E24,2.8476564571274734E24,2.9425783390319537E24,3.037500220936235E24,3.132422102840519E24,3.227343984744692E24,3.322265866648828E24,3.41718774855303E24,3.512109630457635E24,3.6070315123614706E24,3.7019533942659316E24,3.7968752761702175E24,3.891797158074024E24,3.9867190399787293E24,4.081640921883287E24,4.176562803787108E24,4.271484685691496E24,4.3664065675956546E24,4.461328449499832E24,4.5562503314039656E24,4.651172213308854E24,4.746094095212692E24
2.6619219250162764,9.185335775886436E23,1.0103869353474691E24,1.1022402931062964E24,1.1940936508652195E24,1.2859470086240345E24,1.3778003663827827E24,1.4696537241417582E24,1.561507081900655E24,1.653360439659457E24,1.7452137974182908E24,1.8370671551772817E24,1.9289205129361353E24,2.0207738706949453E24,2.112627228453819E24,2.204480586212586E24,2.2963339439715528E24,2.3881873017305836E24,2.4800406594894754E24,2.571894017248161E24,2.6637473750071865E24,2.7556007327657323E24,2.8474540905248273E24,2.939307448283708E24,3.0311608060425996E24,3.1230141638013827E24,3.214867521560122E24,3.3067208793189317E24,3.398574237078143E24,3.4904275948365854E24,3.5822809525956627E24,3.6741343103545633E24,3.7659876681129647E24,3.8578410258722707E24,3.949694383631456E24,4.0415477413898836E24,4.133401099148876E24,4.225254456907638E24,4.3171078146664153E24,4.408961172425172E24,4.500814530184667E24,4.5926678879430985E24
2.6639499784288576,9.173094368782113E23,1.0090403805659913E24,1.1007713242537772E24,1.1925022679416561E24,1.28423321162943E24,1.3759641553171328E24,1.4676950990050674E24,1.5594260426929166E24,1.6511569863806768E24,1.7428879300684718E24,1.8346188737564158E24,1.9263498174442278E24,2.018080761131988E24,2.1098117048198222E24,2.2015426485075477E24,2.2932735921954783E24,2.3850045358834596E24,2.4767354795713064E24,2.5684664232589536E24,2.660197366946927E24,2.75192831063444E24,2.8436592543224866E24,2.9353901980103184E24,3.027121141698177E24,3.1188520853859063E24,3.210583029073609E24,3.302313972761372E24,3.394044916449543E24,3.4857758601369463E24,3.577506803824972E24,3.6692377475128317E24,3.760968691200185E24,3.8526996348884556E24,3.944430578576596E24,4.036161522263969E24,4.1278924659519365E24,4.2196234096396443E24,4.311354353327375E24,4.4030852970150953E24,4.4948162407035413E24,4.58654718439095E24
2.6652276266763906,9.168857903748202E23,1.0085743694122568E24,1.1002629484497077E24,1.1919515274872481E24,1.2836401065246796E24,1.375328685562047E24,1.4670172645996388E24,1.5587058436371476E24,1.650394422674572E24,1.7420830017120318E24,1.8337715807496324E24,1.9254601597871085E24,2.0171487388245217E24,2.1088373178620225E24,2.2005258968994073E24,2.2922144759369963E24,2.3839030549746418E24,2.4755916340121436E24,2.567280213049453E24,2.658968792087087E24,2.750657371124264E24,2.842345950161972E24,2.934034529199472E24,3.02572310823698E24,3.117411687274371E24,3.20910026631174E24,3.300788845349164E24,3.392477424386988E24,3.484166003424069E24,3.5758545824617533E24,3.667543161499265E24,3.7592317405362915E24,3.850920319574217E24,3.942608898612013E24,4.034297477649033E24,4.125986056686674E24,4.217674635724045E24,4.309363214761444E24,4.4010517937988145E24,4.492740372836924E24,4.584428951873988E24
2.7254494337207724,8.934528847195215E23,9.827981731914336E23,1.0721434616633487E24,1.1614887501353603E24,1.2508340386072646E24,1.340179327079097E24,1.429524615551159E24,1.5188699040231448E24,1.60821519249504E24,1.6975604809669622E24,1.7869057694390372E24,1.8762510579109774E24,1.965596346382874E24,2.0549416348548433E24,2.1442869233266907E24,2.233632211798748E24,2.3229775002708635E24,2.412322788742843E24,2.501668077214621E24,2.591013365686725E24,2.680358654158368E24,2.769703942630549E24,2.8590492311025053E24,2.948394519574495E24,3.037739808046369E24,3.127085096518203E24,3.2164303849900987E24,3.3057756734623954E24,3.3951209619339276E24,3.4844662504060853E24,3.5738115388780744E24,3.6631568273495615E24,3.752502115821955E24,3.84184740429423E24,3.9311926927657397E24,4.020537981237816E24,4.1098832697096867E24,4.199228558181544E24,4.2885738466533814E24,4.3779191351259664E24,4.4672644235974895E24
2.733470245025883,8.907422562795057E23,9.798164819074168E23,1.0688907075353297E24,1.1579649331633424E24,1.2470391587912444E24,1.3361133844190723E24,1.4251876100471362E24,1.5142618356751185E24,1.6033360613030165E24,1.692410286930937E24,1.781484512559005E24,1.8705587381869443E24,1.9596329638148407E24,2.048707189442805E24,2.137781415070649E24,2.2268556406987193E24,2.3159298663268235E24,2.4050040919548074E24,2.494078317582582E24,2.5831525432106847E24,2.6722267688383293E24,2.7613009944665065E24,2.850375220094461E24,2.939449445722451E24,3.0285236713503164E24,3.117597896978153E24,3.206672122606052E24,3.2957463482343374E24,3.3848205738618757E24,3.473894799490028E24,3.56296902511801E24,3.6520432507455025E24,3.7411174763738885E24,3.830191702002171E24,3.9192659276296727E24,4.008340153257769E24,4.09741437888561E24,4.1864886045134773E24,4.275562830141298E24,4.364637055769908E24,4.453711281397433E24
2.7339793133452917,8.906029907053975E23,9.796632897759014E23,1.0687235888464004E24,1.1577838879170033E24,1.246844186987495E24,1.3359044860579115E24,1.4249647851285644E24,1.5140250841991355E24,1.6030853832696223E24,1.6921456823401337E24,1.7812059814107885E24,1.870266280481325E24,1.95932657955181E24,2.048386878622354E24,2.137447177692792E24,2.2265074767634525E24,2.3155677758341457E24,2.4046280749047143E24,2.493688373975081E24,2.582748673045778E24,2.671808972116002E24,2.7608692711867717E24,2.8499295702573184E24,2.9389898693279004E24,3.0280501683983456E24,3.1171104674687704E24,3.206170766539263E24,3.2952310656101407E24,3.3842913646802707E24,3.4733516637510117E24,3.562411962821577E24,3.651472261891664E24,3.74053256096265E24,3.8295928600335053E24,3.9186531591036106E24,4.007713458174285E24,4.096773757244708E24,4.1858340563151705E24,4.274894355385584E24,4.3639546544567754E24,4.4530149535268974E24
2.7347559118648808,8.903128618711725E23,9.79344148058254E23,1.0683754342453342E24,1.157406720432513E24,1.2464380066195834E24,1.335469292806579E24,1.4245005789938057E24,1.5135318651809544E24,1.6025631513680222E24,1.691594437555112E24,1.7806257237423396E24,1.8696570099294592E24,1.9586882961165152E24,2.0477195823036437E24,2.13675086849066E24,2.2257821546778964E24,2.31481344086517E24,2.4038447270523142E24,2.492876013239255E24,2.581907299426532E24,2.6709385856133373E24,2.7599698718006816E24,2.849001157987805E24,2.9380324441749596E24,3.0270637303619904E24,3.1160950165489927E24,3.205126302736061E24,3.294157588923519E24,3.383188875110227E24,3.4722201612975464E24,3.561251447484679E24,3.650282733671353E24,3.7393140198589185E24,3.8283453060463535E24,3.917376592233024E24,4.006407878420289E24,4.0954391646072875E24,4.1844704507943344E24,4.27350173698132E24,4.3625330231690815E24,4.4515643093557864E24
2.741841208135899,8.874416486867034E23,9.761858135553332E23,1.0649299784239681E24,1.1536741432926979E24,1.242418308161324E24,1.331162473029873E24,1.4199066378986527E24,1.5086508027673566E24,1.597394967635971E24,1.686139132504612E24,1.7748832973734001E24,1.8636274622420637E24,1.9523716271106755E24,2.0411157919793618E24,2.1298599568479307E24,2.2186041217167105E24,2.3073482865855437E24,2.3960924514542419E24,2.484836616322738E24,2.5735807811915615E24,2.6623249460599155E24,2.7510691109288183E24,2.8398132757974945E24,2.9285574406662034E24,3.0173016055347937E24,3.106045770403342E24,3.194789935271959E24,3.283534100140971E24,3.372278265009227E24,3.4610224298781166E24,3.5497665947468003E24,3.638510759615023E24,3.7272549244841274E24,3.815999089353117E24,3.904743254221339E24,3.993487419090158E24,4.0822315839587237E24,4.170975748827313E24,4.2597199136958613E24,4.3484640785651726E24,4.4372082434334145E24
2.742750923014084,8.873434460607948E23,9.760777906668345E23,1.0648121352728792E24,1.1535464798790205E24,1.2422808244850536E24,1.3310151690910117E24,1.4197495136972033E24,1.5084838583033142E24,1.5972182029093407E24,1.6859525475153885E24,1.7746868921215844E24,1.8634212367276582E24,1.9521555813336754E24,2.040889925939778E24,2.1296242705457508E24,2.2183586151519491E24,2.3070929597581854E24,2.395827304364295E24,2.4845616489702006E24,2.5732959935764304E24,2.6620303381822E24,2.750764682788508E24,2.839499027394594E24,2.928233372000711E24,3.016967716606708E24,3.105702061212672E24,3.194436405818697E24,3.2831707504251196E24,3.3719050950307797E24,3.4606394396370755E24,3.549373784243169E24,3.638108128848799E24,3.7268424734553165E24,3.8155768180617175E24,3.9043111626673433E24,3.993045507273569E24,4.081779851879556E24,4.1705141964855526E24,4.2592485410915016E24,4.3479828856982226E24,4.4367172303038913E24
2.820887211431311,8.626393677299784E23,9.489033045029367E23,1.0351672412758973E24,1.121431178048954E24,1.2076951148219062E24,1.2939590515947883E24,1.3802229883678967E24,1.4664869251409201E24,1.5527508619138635E24,1.6390147986868298E24,1.7252787354599517E24,1.811542672232937E24,1.8978066090058806E24,1.9840705457788935E24,2.070334482551789E24,2.1565984193249022E24,2.2428623560980569E24,2.3291262928710813E24,2.4153902296439018E24,2.501654166417062E24,2.587918103189744E24,2.674182039962962E24,2.760445976735985E24,2.8467099135090053E24,2.932973850281922E24,3.0192377870547976E24,3.1055017238277485E24,3.191765660601078E24,3.2780295973736627E24,3.364293534146874E24,3.4505574709199033E24,3.536821407692431E24,3.623085344465874E24,3.709349281239208E24,3.795613218011753E24,3.881877154784889E24,3.968141091557787E24,4.054405028330703E24,4.140668965103578E24,4.2269329018772223E24,4.3131968386497974E24
2.8799481351409613,8.464762458334517E23,9.311238704167591E23,1.015771495000063E24,1.1004191195834706E24,1.185066744166769E24,1.2697143687499964E24,1.3543619933334514E24,1.4390096179168285E24,1.5236572425001144E24,1.6083048670834314E24,1.6929524916668973E24,1.7776001162502336E24,1.8622477408335243E24,1.9468953654168848E24,2.0315429900001196E24,2.1161906145835875E24,2.2008382391670916E24,2.2854858637504588E24,2.3701334883336321E24,2.4547811129171357E24,2.539428737500159E24,2.624076362083733E24,2.708723986667091E24,2.793371611250468E24,2.878019235833739E24,2.9626668604169646E24,3.047314485000245E24,3.1319621095839465E24,3.216609734166865E24,3.3012573587504275E24,3.3859049833337946E24,3.4705526079166786E24,3.5552002325004673E24,3.639847857084135E24,3.72449548166704E24,3.809143106250511E24,3.8937907308337696E24,3.9784383554170267E24,4.0630859800002393E24,4.147733604584225E24,4.2323812291671664E24
2.8803051985964583,8.463128006882569E23,9.30944080757044E23,1.0155753608258295E24,1.1002066408947165E24,1.184837920963496E24,1.269469201032203E24,1.3541004811011397E24,1.438731761169996E24,1.5233630412387645E24,1.6079943213075618E24,1.6926256013765069E24,1.7772568814453252E24,1.861888161514095E24,1.9465194415829328E24,2.0311507216516529E24,2.1157820017205976E24,2.2004132817895815E24,2.2850445618584347E24,2.3696758419270882E24,2.454307121996067E24,2.5389384020645735E24,2.623569682133628E24,2.708200962202467E24,2.7928322422713253E24,2.8774635223400775E24,2.96209480240878E24,3.046726082477549E24,3.131357362546729E24,3.215988642615127E24,3.3006199226841637E24,3.3852512027530137E24,3.469882482821388E24,3.5545137628906503E24,3.6391450429598015E24,3.7237763230281806E24,3.808407603097137E24,3.8930388831658656E24,3.9776701632346055E24,4.0623014433033057E24,4.1469327233727726E24,4.2315640034411893E24
2.89112258291184,8.431815023715929E23,9.27499652608713E23,1.0118178028458337E24,1.0961359530830518E24,1.1804541033201652E24,1.2647722535572066E24,1.3490904037944756E24,1.4334085540316674E24,1.5177267042687686E24,1.602044854505899E24,1.6863630047431802E24,1.7706811549803307E24,1.8549993052174346E24,1.939317455454606E24,2.0236356056916602E24,2.1079537559289393E24,2.192271906166252E24,2.2765900564034452E24,2.360908206640425E24,2.4452263568777457E24,2.5295445071145824E24,2.613862657351976E24,2.698180807589142E24,2.782498957826333E24,2.866817108063416E24,2.951135258300447E24,3.035453408537556E24,3.1197715587750584E24,3.2040897090118E24,3.288407859249178E24,3.3727260094863604E24,3.45704415972307E24,3.5413623099606615E24,3.6256804601981376E24,3.709998610434859E24,3.7943167606721514E24,3.878634910909212E24,3.962953061146281E24,4.0472712113833204E24,4.131589361621121E24,4.2159075118578695E24
2.8912538255797324,8.431880084412823E23,9.275068092853705E23,1.0118256101294615E24,1.096144410973649E24,1.1804632118177302E24,1.2647820126617409E24,1.3491008135059783E24,1.4334196143501395E24,1.5177384151942095E24,1.6020572160383076E24,1.6863760168825585E24,1.770694817726678E24,1.8550136185707496E24,1.9393324194148915E24,2.0236512202589166E24,2.1079700211031632E24,2.1922888219474436E24,2.2766076227916053E24,2.3609264236355547E24,2.445245224479843E24,2.529564025323652E24,2.6138828261680123E24,2.698201627012148E24,2.782520427856308E24,2.866839228700361E24,2.951158029544364E24,3.035476830388439E24,3.119795631232907E24,3.204114432076617E24,3.288433232920966E24,3.372752033765117E24,3.457070834608791E24,3.541389635453356E24,3.625708436297801E24,3.71002723714149E24,3.794346037985746E24,3.878664838829783E24,3.9629836396738223E24,4.047302440517833E24,4.1316212413625935E24,4.2159400422063167E24
2.907760495606912,8.388039942152989E23,9.226843936367904E23,1.0065647930582844E24,1.0904451924798714E24,1.174325591901355E24,1.258205991322765E24,1.342086390744406E24,1.4259667901659636E24,1.5098471895874366E24,1.5937275890089395E24,1.677607988430592E24,1.7614883878521103E24,1.8453687872735866E24,1.9292491866951295E24,2.013129586116561E24,2.0970099855382005E24,2.180890384959889E24,2.264770784381451E24,2.348651183802801E24,2.4325315832244925E24,2.5164119826456923E24,2.6002923820674574E24,2.6841727814890025E24,2.768053180910568E24,2.8519335803320044E24,2.935813979753419E24,3.0196943791748926E24,3.103574778596777E24,3.1874551780178806E24,3.271335577439622E24,3.355215976861184E24,3.439096376282252E24,3.5229767757042207E24,3.60685717512607E24,3.6907375745471663E24,3.7746179739688246E24,3.858498373390259E24,3.942378772811704E24,4.026259172233122E24,4.1101395716552796E24,4.1940199710763935E24
2.912584607769053,8.379643630143835E23,9.217607993157819E23,1.0055572356171836E24,1.089353671918682E24,1.173150108220075E24,1.256946544521394E24,1.340742980822943E24,1.4245394171244085E24,1.508335853425792E24,1.5921322897272028E24,1.6759287260287606E24,1.7597251623301912E24,1.8435215986315718E24,1.9273180349330252E24,2.0111144712343585E24,2.0949109075359102E24,2.178707343837507E24,2.2625037801389774E24,2.346300216440242E24,2.4300966527418396E24,2.513893089042954E24,2.59768952534462E24,2.6814859616460725E24,2.765282397947545E24,2.849078834248899E24,2.93287527055022E24,3.0166717068516046E24,3.1004681431533887E24,3.1842645794544094E24,3.2680610157560533E24,3.351857452057521E24,3.435653888358501E24,3.5194503246603823E24,3.6032467609621363E24,3.6870431972631334E24,3.7708396335647016E24,3.8546360698660503E24,3.938432506167401E24,4.022228942468717E24,4.106025378770803E24,4.189821815071811E24
2.920065573330931,8.357649536579825E23,9.193414490237455E23,1.0029179443895031E24,1.0864944397553622E24,1.170070935121115E24,1.2536474304867955E24,1.337223925852708E24,1.420800421218528E24,1.504376916584271E24,1.5879534119500453E24,1.6715299073159594E24,1.7551064026817525E24,1.8386828980474983E24,1.9222593934133015E24,2.0058358887789998E24,2.0894123841449175E24,2.172988879510873E24,2.2565653748767011E24,2.340141870242323E24,2.4237183656082773E24,2.507294860973756E24,2.590871356339788E24,2.6744478517055953E24,2.7580243470714286E24,2.841600842437133E24,2.9251773378028193E24,3.00875383316856E24,3.092330328534712E24,3.1759068239000917E24,3.2594833192660887E24,3.343059814631919E24,3.4266363099972674E24,3.510212805363505E24,3.593789300729619E24,3.677365796094986E24,3.760942291460912E24,3.844518786826603E24,3.928095282192329E24,4.0116717775579997E24,4.095248272924441E24,4.178824768289828E24
2.976655526498465,8.233174110696661E23,9.056491521765961E23,9.879808932835208E23,1.0703126343905481E24,1.1526443754974696E24,1.2349761166043192E24,1.317307857711395E24,1.39963959881839E24,1.481971339925301E24,1.5643030810322408E24,1.6466348221393256E24,1.728966563246287E24,1.8112983043531983E24,1.8936300454601766E24,1.9759617865670353E24,2.0582935276741234E24,2.1406252687812466E24,2.2229570098882393E24,2.30528875099503E24,2.387620492102148E24,2.469952233208811E24,2.552283974315998E24,2.6346157154229794E24,2.716947456529975E24,2.7992791976368585E24,2.881610938743706E24,2.963942679850619E24,3.046274420957945E24,3.128606162064484E24,3.2109379031716563E24,3.293269644278651E24,3.3756013853851645E24,3.457933126492574E24,3.540264867599859E24,3.6225966087063886E24,3.7049283498134736E24,3.787260090920353E24,3.869591832027231E24,3.9519235731340707E24,4.034255314241685E24,4.1165870553482403E24
2.981080223310431,8.227339000472842E23,9.050072900519753E23,9.872806800566638E23,1.0695540700614495E24,1.1518274600661357E24,1.2341008500707435E24,1.3163742400755814E24,1.3986476300803382E24,1.4809210200850102E24,1.5631944100897142E24,1.6454678000945623E24,1.7277411900992815E24,1.8100145801039573E24,1.892287970108698E24,1.9745613601133208E24,2.0568347501181606E24,2.1391081401230474E24,2.2213815301278053E24,2.3036549201323597E24,2.3859283101372435E24,2.468201700141655E24,2.550475090146616E24,2.632748480151353E24,2.71502187015611E24,2.797295260160753E24,2.879568650165366E24,2.961842040170044E24,3.044115430175121E24,3.1263888201794305E24,3.2086622101843645E24,3.2909356001891245E24,3.3732089901933906E24,3.455482380198563E24,3.5377557702036124E24,3.620029160207906E24,3.7023025502127524E24,3.784575940217396E24,3.866849330222042E24,3.9491227202266417E24,4.031396110232014E24,4.1136695002363126E24
2.9831091627166426,8.222499605843722E23,9.044749566427688E23,9.866999527011677E23,1.0689249487596623E24,1.1511499448180546E24,1.2333749408763738E24,1.315599936934921E24,1.3978249329933852E24,1.4800499290517668E24,1.5622749251101757E24,1.6444999211687385E24,1.7267249172271638E24,1.8089499132855443E24,1.8911749093439962E24,1.9733999054023273E24,2.0556249014608837E24,2.1378498975194706E24,2.2200748935779413E24,2.3022998896361996E24,2.384524885694794E24,2.466749881752916E24,2.548974877811583E24,2.6311998738700277E24,2.7134248699284994E24,2.7956498659868493E24,2.877874862045171E24,2.960099858103553E24,3.042324854162343E24,3.1245498502203547E24,3.2067748462790015E24,3.288999842337477E24,3.371224838395445E24,3.4534498344543277E24,3.5356748305130834E24,3.6178998265710806E24,3.7001248226296485E24,3.7823498186879925E24,3.8645748147463434E24,3.9467998108046547E24,4.0290248068637433E24,4.11124980292176E24
3.012247329545748,8.161512271276792E23,8.977663498404128E23,9.793814725531395E23,1.0609965952659695E24,1.1426117179786897E24,1.22422684069134E24,1.305841963404218E24,1.3874570861170162E24,1.4690722088297222E24,1.550687331542466E24,1.632302454255352E24,1.7139175769681116E24,1.795532699680833E24,1.8771478223936112E24,1.9587629451062726E24,2.0403780678191605E24,2.121993190532084E24,2.2036083132448854E24,2.2852234359574726E24,2.3668385586703965E24,2.4484536813828523E24,2.530068804095841E24,2.611683926808628E24,2.69329904952142E24,2.77491417223411E24,2.85652929494676E24,2.9381444176594647E24,3.019759540372589E24,3.101374663084934E24,3.182989785797911E24,3.264604908510704E24,3.346220031223023E24,3.427835153936223E24,3.5094502766493205E24,3.591065399361657E24,3.6726805220745477E24,3.7542956447872224E24,3.8359107674999015E24,3.917525890212545E24,3.999141012925949E24,4.0807561356383135E24
3.0420558827062503,8.09776100905533E23,8.90753710996046E23,9.717313210865606E23,1.0527089311771748E24,1.1336865412676808E24,1.2146641513581145E24,1.295641761448778E24,1.376619371539361E24,1.4575969816298543E24,1.538574591720382E24,1.61955220181106E24,1.7005298119015968E24,1.7815074219920994E24,1.862485032082668E24,1.9434626421731146E24,2.0244402522637906E24,2.105417862354492E24,2.1863954724450747E24,2.2673730825354498E24,2.3483506926261583E24,2.4293283027163987E24,2.5103059128071754E24,2.591283522897751E24,2.6722611329883277E24,2.753238743078807E24,2.834216353169234E24,2.9151939632597247E24,2.996171573350628E24,3.0771491834407654E24,3.158126793531535E24,3.23910440362212E24,3.3200820137122037E24,3.4010596238031935E24,3.4820372338940733E24,3.563014843984188E24,3.6439924540748686E24,3.724970064165336E24,3.805947674255793E24,3.886925284346229E24,3.9679028944374213E24,4.0488805045275747E24
3.0532803696246766,8.081514476066677E23,8.889665923672939E23,9.697817371279253E23,1.050596881888652E24,1.1314120266492706E24,1.2122271714098208E24,1.2930423161705943E24,1.3738574609312927E24,1.4546726056919E24,1.535487750452539E24,1.6163028952133287E24,1.6971180399739855E24,1.7779331847345964E24,1.858748329495282E24,1.9395634742558443E24,2.020378619016628E24,2.10119376377745E24,2.1820089085381462E24,2.2628240532986301E24,2.3436391980594644E24,2.424454342819806E24,2.5052694875806994E24,2.5860846323413835E24,2.66689977710208E24,2.7477149218626644E24,2.828530066623214E24,2.909345211383821E24,2.9901603561448383E24,3.0709755009050807E24,3.151790645665961E24,3.2326057904266574E24,3.313420935186867E24,3.394236079947971E24,3.4750512247089676E24,3.5558663694691815E24,3.6366815142299924E24,3.717496658990564E24,3.7983118037511396E24,3.8791269485116885E24,3.9599420932729944E24,4.0407572380332485E24
3.094823312967364,8.003728333319608E23,8.804101166651164E23,9.604473999982764E23,1.0404846833315301E24,1.1205219666646778E24,1.200559249997759E24,1.280596533331063E24,1.3606338166642835E24,1.4406710999974268E24,1.5207083833305955E24,1.6007456666639157E24,1.6807829499970965E24,1.7608202333302392E24,1.8408575166634533E24,1.9208947999965453E24,2.0009320833298542E24,2.0809693666632047E24,2.161006649996432E24,2.2410439333294482E24,2.3210812166628057E24,2.4011184999956832E24,2.48115578332911E24,2.5611930666623197E24,2.6412303499955414E24,2.721267633328653E24,2.8013049166617285E24,2.8813421999948723E24,2.9613794833284155E24,3.041416766661193E24,3.1214540499945974E24,3.2014913333278313E24,3.281528616660562E24,3.361565899994193E24,3.441603183327722E24,3.521640466660471E24,3.6016777499938037E24,3.6817150333269067E24,3.7617523166600086E24,3.8417895999930906E24,3.9218268833269195E24,4.001864166659699E24
3.0970176597285985,8.003723955520924E23,8.804096351072632E23,9.604468746624338E23,1.0404841142177016E24,1.1205213537728661E24,1.2005585933279547E24,1.2805958328832742E24,1.3606330724385076E24,1.4406703119936623E24,1.5207075515488473E24,1.6007447911041787E24,1.6807820306593712E24,1.7608192702145326E24,1.8408565097697553E24,1.9208937493248603E24,2.0009309888801804E24,2.080968228435545E24,2.1610054679907867E24,2.2410427075458184E24,2.321079947101189E24,2.4011171866560763E24,2.4811544262115156E24,2.5611916657667433E24,2.641228905321975E24,2.721266144877099E24,2.801303384432198E24,2.8813406239873455E24,2.961377863542902E24,3.041415103097698E24,3.1214523426531124E24,3.2014895822083573E24,3.281526821763106E24,3.3615640613187424E24,3.4416013008742826E24,3.5216385404290583E24,3.6016757799843875E24,3.6817130195395105E24,3.761750259094631E24,3.8417874986497206E24,3.9218247382055625E24,4.0018619777603543E24
3.1028757520258146,7.997157000730959E23,8.796872700803675E23,9.596588400876393E23,1.0396304100950092E24,1.119601980102269E24,1.1995735501094605E24,1.279545120116879E24,1.3595166901242178E24,1.439488260131474E24,1.519459830138757E24,1.599431400146184E24,1.6794029701534844E24,1.7593745401607392E24,1.839346110168062E24,1.9193176801752732E24,1.999289250182695E24,2.0792608201901607E24,2.1592323901974957E24,2.2392039602046313E24,2.3191755302121014E24,2.399147100219091E24,2.479118670226631E24,2.5590902402339535E24,2.639061810241292E24,2.7190333802485157E24,2.799004950255713E24,2.878976520262971E24,2.958948090270616E24,3.038919660277516E24,3.1188912302850274E24,3.198862800292368E24,3.27883437029923E24,3.358805940306969E24,3.438777510314605E24,3.5187490803214725E24,3.598720650328922E24,3.678692220336124E24,3.7586637903433507E24,3.8386353603505464E24,3.918606930358491E24,3.99857850036538E24
3.1079625526062715,7.986412193279927E23,8.785053412607519E23,9.583694631935121E23,1.0382335851263728E24,1.1180977070591258E24,1.1979618289918029E24,1.2778259509247127E24,1.3576900728575392E24,1.4375541947902857E24,1.517418316723057E24,1.5972824386559804E24,1.677146560588767E24,1.75701068252151E24,1.8368748044543225E24,1.9167389263870183E24,1.9966030483199315E24,2.076467170252885E24,2.156331292185716E24,2.2361954141183418E24,2.3160595360512934E24,2.3959236579837763E24,2.4757877799168066E24,2.555651901849618E24,2.635516023782448E24,2.71538014571516E24,2.7952442676478426E24,2.875108389580592E24,2.954972511513726E24,3.034836633446115E24,3.1147007553791143E24,3.1945648773119607E24,3.274428999244293E24,3.354293121177534E24,3.434157243110656E24,3.514021365043012E24,3.5938854869759473E24,3.673749608908645E24,3.7536137308413555E24,3.8334778527740365E24,3.913341974707482E24,3.9932060966398565E24
